Match Date,Match,Home/Away,Team,Player Name,Minutes Played,Time Period,Total Distance
05/04/2018,Team Q v Team A,away,Team A,Player 20,102,71-75TD,421.2
05/04/2018,Team Q v Team A,away,Team A,Player 28,17,71-75TD,0.0
05/04/2018,Team Q v Team A,away,Team A,Player 15,102,71-75TD,409.5
05/04/2018,Team Q v Team A,away,Team A,Player 9,102,71-75TD,393.0
05/04/2018,Team Q v Team A,away,Team A,Player 27,11,71-75TD,0.0
05/04/2018,Team Q v Team A,away,Team A,Player 6,102,71-75TD,468.4
05/04/2018,Team Q v Team A,away,Team A,Player 19,102,71-75TD,424.9
17/04/2018,Team O v Team A,away,Team A,Player 17,98,71-75TD,482.0
17/04/2018,Team O v Team A,away,Team A,Player 18,48,71-75TD,0.0
17/04/2018,Team O v Team A,away,Team A,Player 13,34,71-75TD,519.4
17/04/2018,Team O v Team A,away,Team A,Player 1,98,71-75TD,528.4
17/04/2018,Team O v Team A,away,Team A,Player 14,81,71-75TD,630.3
17/04/2018,Team O v Team A,away,Team A,Player 26,84,71-75TD,521.2
17/04/2018,Team O v Team A,away,Team A,Player 7,13,71-75TD,0.0
17/04/2018,Team O v Team A,away,Team A,Player 15,98,71-75TD,531.7
17/04/2018,Team O v Team A,away,Team A,Player 9,90,71-75TD,479.3
17/04/2018,Team O v Team A,away,Team A,Player 27,49,71-75TD,494.8
17/04/2018,Team O v Team A,away,Team A,Player 6,98,71-75TD,423.4
17/04/2018,Team O v Team A,away,Team A,Player 31,63,71-75TD,0.0
17/04/2018,Team O v Team A,away,Team A,Player 19,98,71-75TD,537.3
17/04/2018,Team O v Team A,away,Team A,Player 29,16,71-75TD,0.0
20/04/2018,Team W v Team A,away,Team A,Player 17,101,71-75TD,385.0
20/04/2018,Team W v Team A,away,Team A,Player 18,17,71-75TD,0.0
20/04/2018,Team W v Team A,away,Team A,Player 13,83,71-75TD,481.3
20/04/2018,Team W v Team A,away,Team A,Player 1,71,71-75TD,0.0
20/04/2018,Team W v Team A,away,Team A,Player 8,101,71-75TD,420.1
20/04/2018,Team W v Team A,away,Team A,Player 14,101,71-75TD,414.2
20/04/2018,Team W v Team A,away,Team A,Player 20,29,71-75TD,411.6
20/04/2018,Team W v Team A,away,Team A,Player 10,84,71-75TD,414.2
20/04/2018,Team W v Team A,away,Team A,Player 28,71,71-75TD,0.0
20/04/2018,Team W v Team A,away,Team A,Player 7,29,71-75TD,491.3
20/04/2018,Team W v Team A,away,Team A,Player 15,101,71-75TD,471.3
20/04/2018,Team W v Team A,away,Team A,Player 6,101,71-75TD,443.2
20/04/2018,Team W v Team A,away,Team A,Player 3,16,71-75TD,0.0
20/04/2018,Team W v Team A,away,Team A,Player 19,101,71-75TD,377.7
24/04/2018,Team A  v Team X,home,Team A,Player 17,97,71-75TD,461.8
24/04/2018,Team A  v Team X,home,Team A,Player 13,86,71-75TD,633.1
24/04/2018,Team A  v Team X,home,Team A,Player 1,62,71-75TD,0.0
24/04/2018,Team A  v Team X,home,Team A,Player 8,97,71-75TD,542.1
24/04/2018,Team A  v Team X,home,Team A,Player 14,97,71-75TD,612.8
24/04/2018,Team A  v Team X,home,Team A,Player 20,34,71-75TD,592.8
24/04/2018,Team A  v Team X,home,Team A,Player 10,17,71-75TD,0.0
24/04/2018,Team A  v Team X,home,Team A,Player 28,62,71-75TD,0.0
24/04/2018,Team A  v Team X,home,Team A,Player 7,34,71-75TD,626.6
24/04/2018,Team A  v Team X,home,Team A,Player 15,97,71-75TD,641.9
24/04/2018,Team A  v Team X,home,Team A,Player 9,79,71-75TD,613.7
24/04/2018,Team A  v Team X,home,Team A,Player 6,97,71-75TD,613.7
24/04/2018,Team A  v Team X,home,Team A,Player 31,10,71-75TD,0.0
24/04/2018,Team A  v Team X,home,Team A,Player 19,97,71-75TD,553.0
01/05/2018,Team K v Team A,away,Team A,Player 23,8,71-75TD,0.0
01/05/2018,Team K v Team A,away,Team A,Player 18,70,71-75TD,649.5
01/05/2018,Team K v Team A,away,Team A,Player 13,30,71-75TD,0.0
01/05/2018,Team K v Team A,away,Team A,Player 8,94,71-75TD,487.2
01/05/2018,Team K v Team A,away,Team A,Player 14,94,71-75TD,495.6
01/05/2018,Team K v Team A,away,Team A,Player 10,94,71-75TD,475.3
01/05/2018,Team K v Team A,away,Team A,Player 28,85,71-75TD,557.6
01/05/2018,Team K v Team A,away,Team A,Player 7,85,71-75TD,434.3
01/05/2018,Team K v Team A,away,Team A,Player 15,85,71-75TD,574.9
01/05/2018,Team K v Team A,away,Team A,Player 27,63,71-75TD,449.6
01/05/2018,Team K v Team A,away,Team A,Player 16,8,71-75TD,0.0
01/05/2018,Team K v Team A,away,Team A,Player 3,94,71-75TD,450.9
01/05/2018,Team K v Team A,away,Team A,Player 19,94,71-75TD,464.7
01/05/2018,Team K v Team A,away,Team A,Player 30,8,71-75TD,0.0
01/05/2018,Team K v Team A,away,Team A,Player 29,23,71-75TD,0.0
08/05/2018,Team A  v Team H,home,Team A,Player 23,11,71-75TD,0.0
08/05/2018,Team A  v Team H,home,Team A,Player 18,65,71-75TD,0.0
08/05/2018,Team A  v Team H,home,Team A,Player 5,21,71-75TD,369.6
08/05/2018,Team A  v Team H,home,Team A,Player 1,28,71-75TD,612.1
08/05/2018,Team A  v Team H,home,Team A,Player 8,11,71-75TD,0.0
08/05/2018,Team A  v Team H,home,Team A,Player 14,82,71-75TD,489.7
08/05/2018,Team A  v Team H,home,Team A,Player 10,94,71-75TD,543.1
08/05/2018,Team A  v Team H,home,Team A,Player 28,82,71-75TD,676.1
08/05/2018,Team A  v Team H,home,Team A,Player 26,94,71-75TD,578.0
08/05/2018,Team A  v Team H,home,Team A,Player 7,72,71-75TD,97.4
08/05/2018,Team A  v Team H,home,Team A,Player 15,28,71-75TD,735.4
08/05/2018,Team A  v Team H,home,Team A,Player 27,94,71-75TD,692.7
08/05/2018,Team A  v Team H,home,Team A,Player 3,94,71-75TD,493.2
08/05/2018,Team A  v Team H,home,Team A,Player 31,65,71-75TD,0.0
08/05/2018,Team A  v Team H,home,Team A,Player 22,94,71-75TD,690.0
11/09/2017,Team A  v Team Q,home,Team A,Player 11,97,76-80TD,475.1
11/09/2017,Team A  v Team Q,home,Team A,Player 23,97,76-80TD,465.5
11/09/2017,Team A  v Team Q,home,Team A,Player 13,97,76-80TD,567.0
11/09/2017,Team A  v Team Q,home,Team A,Player 1,97,76-80TD,517.9
11/09/2017,Team A  v Team Q,home,Team A,Player 14,67,76-80TD,0.0
11/09/2017,Team A  v Team Q,home,Team A,Player 20,97,76-80TD,532.5
11/09/2017,Team A  v Team Q,home,Team A,Player 10,97,76-80TD,508.6
11/09/2017,Team A  v Team Q,home,Team A,Player 21,29,76-80TD,488.0
11/09/2017,Team A  v Team Q,home,Team A,Player 12,91,76-80TD,513.6
11/09/2017,Team A  v Team Q,home,Team A,Player 9,76,76-80TD,0.0
11/09/2017,Team A  v Team Q,home,Team A,Player 3,97,76-80TD,409.8
11/09/2017,Team A  v Team Q,home,Team A,Player 22,20,76-80TD,553.8
11/09/2017,Team A  v Team Q,home,Team A,Player 2,5,76-80TD,0.0
26/09/2017,Team A  v Team O,home,Team A,Player 11,97,76-80TD,596.1
26/09/2017,Team A  v Team O,home,Team A,Player 23,97,76-80TD,524.6
26/09/2017,Team A  v Team O,home,Team A,Player 13,97,76-80TD,632.4
26/09/2017,Team A  v Team O,home,Team A,Player 5,7,76-80TD,0.0
26/09/2017,Team A  v Team O,home,Team A,Player 1,89,76-80TD,541.1
26/09/2017,Team A  v Team O,home,Team A,Player 14,97,76-80TD,641.3
26/09/2017,Team A  v Team O,home,Team A,Player 20,63,76-80TD,0.0
26/09/2017,Team A  v Team O,home,Team A,Player 10,97,76-80TD,494.2
26/09/2017,Team A  v Team O,home,Team A,Player 4,97,76-80TD,555.8
26/09/2017,Team A  v Team O,home,Team A,Player 12,3,76-80TD,0.0
26/09/2017,Team A  v Team O,home,Team A,Player 6,93,76-80TD,568.4
26/09/2017,Team A  v Team O,home,Team A,Player 24,33,76-80TD,540.0
26/09/2017,Team A  v Team O,home,Team A,Player 3,97,76-80TD,454.1
16/10/2017,Team R v Team A,away,Team A,Player 11,95,76-80TD,598.9
16/10/2017,Team R v Team A,away,Team A,Player 17,70,76-80TD,0.0
16/10/2017,Team R v Team A,away,Team A,Player 23,95,76-80TD,525.7
16/10/2017,Team R v Team A,away,Team A,Player 13,95,76-80TD,605.6
16/10/2017,Team R v Team A,away,Team A,Player 1,85,76-80TD,518.8
16/10/2017,Team R v Team A,away,Team A,Player 14,95,76-80TD,509.3
16/10/2017,Team R v Team A,away,Team A,Player 20,95,76-80TD,631.5
16/10/2017,Team R v Team A,away,Team A,Player 10,23,76-80TD,580.5
16/10/2017,Team R v Team A,away,Team A,Player 4,5,76-80TD,0.0
16/10/2017,Team R v Team A,away,Team A,Player 21,8,76-80TD,0.0
16/10/2017,Team R v Team A,away,Team A,Player 12,88,76-80TD,606.1
16/10/2017,Team R v Team A,away,Team A,Player 9,95,76-80TD,555.6
16/10/2017,Team R v Team A,away,Team A,Player 3,95,76-80TD,483.5
24/10/2017,Team A  v Team E,home,Team A,Player 11,102,76-80TD,370.8
24/10/2017,Team A  v Team E,home,Team A,Player 17,102,76-80TD,448.6
24/10/2017,Team A  v Team E,home,Team A,Player 13,68,76-80TD,0.0
24/10/2017,Team A  v Team E,home,Team A,Player 1,15,76-80TD,0.0
24/10/2017,Team A  v Team E,home,Team A,Player 14,102,76-80TD,297.7
24/10/2017,Team A  v Team E,home,Team A,Player 20,102,76-80TD,401.6
24/10/2017,Team A  v Team E,home,Team A,Player 10,102,76-80TD,405.7
24/10/2017,Team A  v Team E,home,Team A,Player 4,50,76-80TD,0.0
24/10/2017,Team A  v Team E,home,Team A,Player 12,33,76-80TD,430.0
24/10/2017,Team A  v Team E,home,Team A,Player 6,102,76-80TD,450.4
24/10/2017,Team A  v Team E,home,Team A,Player 16,86,76-80TD,262.8
24/10/2017,Team A  v Team E,home,Team A,Player 3,102,76-80TD,351.4
24/10/2017,Team A  v Team E,home,Team A,Player 25,51,76-80TD,341.2
27/10/2017,Team J  v Team A,away,Team A,Player 17,96,76-80TD,527.4
27/10/2017,Team J  v Team A,away,Team A,Player 13,90,76-80TD,594.1
27/10/2017,Team J  v Team A,away,Team A,Player 1,96,76-80TD,533.1
27/10/2017,Team J  v Team A,away,Team A,Player 14,96,76-80TD,502.5
27/10/2017,Team J  v Team A,away,Team A,Player 20,20,76-80TD,556.5
27/10/2017,Team J  v Team A,away,Team A,Player 10,96,76-80TD,509.2
27/10/2017,Team J  v Team A,away,Team A,Player 4,5,76-80TD,0.0
27/10/2017,Team J  v Team A,away,Team A,Player 21,21,76-80TD,583.9
27/10/2017,Team J  v Team A,away,Team A,Player 12,74,76-80TD,0.0
27/10/2017,Team J  v Team A,away,Team A,Player 9,96,76-80TD,569.6
27/10/2017,Team J  v Team A,away,Team A,Player 6,96,76-80TD,601.7
27/10/2017,Team J  v Team A,away,Team A,Player 3,75,76-80TD,0.0
27/10/2017,Team J  v Team A,away,Team A,Player 25,96,76-80TD,583.9
04/11/2017,Team A  v Team U,home,Team A,Player 23,102,76-80TD,546.1
04/11/2017,Team A  v Team U,home,Team A,Player 13,66,76-80TD,0.0
04/11/2017,Team A  v Team U,home,Team A,Player 1,66,76-80TD,0.0
04/11/2017,Team A  v Team U,home,Team A,Player 14,102,76-80TD,570.7
04/11/2017,Team A  v Team U,home,Team A,Player 20,93,76-80TD,596.2
04/11/2017,Team A  v Team U,home,Team A,Player 10,102,76-80TD,580.8
04/11/2017,Team A  v Team U,home,Team A,Player 4,35,76-80TD,650.8
04/11/2017,Team A  v Team U,home,Team A,Player 7,35,76-80TD,552.5
04/11/2017,Team A  v Team U,home,Team A,Player 15,8,76-80TD,0.0
04/11/2017,Team A  v Team U,home,Team A,Player 9,102,76-80TD,542.7
04/11/2017,Team A  v Team U,home,Team A,Player 6,102,76-80TD,674.0
04/11/2017,Team A  v Team U,home,Team A,Player 3,102,76-80TD,526.0
04/11/2017,Team A  v Team U,home,Team A,Player 25,102,76-80TD,594.4
07/11/2017,Team A  v Team D,home,Team A,Player 11,27,76-80TD,562.3
07/11/2017,Team A  v Team D,home,Team A,Player 17,95,76-80TD,518.8
07/11/2017,Team A  v Team D,home,Team A,Player 13,95,76-80TD,577.7
07/11/2017,Team A  v Team D,home,Team A,Player 5,20,76-80TD,490.9
07/11/2017,Team A  v Team D,home,Team A,Player 14,95,76-80TD,473.4
07/11/2017,Team A  v Team D,home,Team A,Player 20,7,76-80TD,0.0
07/11/2017,Team A  v Team D,home,Team A,Player 10,95,76-80TD,495.5
07/11/2017,Team A  v Team D,home,Team A,Player 4,87,76-80TD,545.4
07/11/2017,Team A  v Team D,home,Team A,Player 7,74,76-80TD,0.0
07/11/2017,Team A  v Team D,home,Team A,Player 9,67,76-80TD,0.0
07/11/2017,Team A  v Team D,home,Team A,Player 6,95,76-80TD,562.6
07/11/2017,Team A  v Team D,home,Team A,Player 3,95,76-80TD,477.9
07/11/2017,Team A  v Team D,home,Team A,Player 25,95,76-80TD,537.8
21/11/2017,Team T v Team A,away,Team A,Player 17,96,76-80TD,450.4
21/11/2017,Team T v Team A,away,Team A,Player 23,96,76-80TD,446.7
21/11/2017,Team T v Team A,away,Team A,Player 5,49,76-80TD,466.5
21/11/2017,Team T v Team A,away,Team A,Player 1,46,76-80TD,0.0
21/11/2017,Team T v Team A,away,Team A,Player 14,96,76-80TD,539.7
21/11/2017,Team T v Team A,away,Team A,Player 20,96,76-80TD,495.3
21/11/2017,Team T v Team A,away,Team A,Player 10,96,76-80TD,509.3
21/11/2017,Team T v Team A,away,Team A,Player 7,46,76-80TD,0.0
21/11/2017,Team T v Team A,away,Team A,Player 12,49,76-80TD,533.1
21/11/2017,Team T v Team A,away,Team A,Player 9,96,76-80TD,513.4
21/11/2017,Team T v Team A,away,Team A,Player 6,96,76-80TD,407.4
21/11/2017,Team T v Team A,away,Team A,Player 25,96,76-80TD,457.8
25/11/2017,Team B v Team A,away,Team A,Player 11,82,76-80TD,592.2
25/11/2017,Team B v Team A,away,Team A,Player 17,11,76-80TD,0.0
25/11/2017,Team B v Team A,away,Team A,Player 5,27,76-80TD,557.5
25/11/2017,Team B v Team A,away,Team A,Player 1,88,76-80TD,623.1
25/11/2017,Team B v Team A,away,Team A,Player 20,94,76-80TD,620.1
25/11/2017,Team B v Team A,away,Team A,Player 10,94,76-80TD,498.7
25/11/2017,Team B v Team A,away,Team A,Player 4,94,76-80TD,623.3
25/11/2017,Team B v Team A,away,Team A,Player 7,66,76-80TD,0.0
25/11/2017,Team B v Team A,away,Team A,Player 12,94,76-80TD,533.2
25/11/2017,Team B v Team A,away,Team A,Player 9,94,76-80TD,525.0
25/11/2017,Team B v Team A,away,Team A,Player 6,94,76-80TD,652.6
25/11/2017,Team B v Team A,away,Team A,Player 16,5,76-80TD,0.0
25/11/2017,Team B v Team A,away,Team A,Player 3,94,76-80TD,479.8
28/11/2017,Team A  v Team V,home,Team A,Player 11,96,76-80TD,515.5
28/11/2017,Team A  v Team V,home,Team A,Player 23,22,76-80TD,597.6
28/11/2017,Team A  v Team V,home,Team A,Player 5,73,76-80TD,0.0
28/11/2017,Team A  v Team V,home,Team A,Player 1,65,76-80TD,617.5
28/11/2017,Team A  v Team V,home,Team A,Player 20,96,76-80TD,595.0
28/11/2017,Team A  v Team V,home,Team A,Player 10,90,76-80TD,488.8
28/11/2017,Team A  v Team V,home,Team A,Player 4,90,76-80TD,619.0
28/11/2017,Team A  v Team V,home,Team A,Player 7,30,76-80TD,0.0
28/11/2017,Team A  v Team V,home,Team A,Player 12,96,76-80TD,592.5
28/11/2017,Team A  v Team V,home,Team A,Player 9,73,76-80TD,0.0
28/11/2017,Team A  v Team V,home,Team A,Player 6,96,76-80TD,623.3
28/11/2017,Team A  v Team V,home,Team A,Player 16,22,76-80TD,590.9
28/11/2017,Team A  v Team V,home,Team A,Player 3,96,76-80TD,506.4
28/11/2017,Team A  v Team V,home,Team A,Player 19,5,76-80TD,0.0
28/11/2017,Team A  v Team V,home,Team A,Player 2,5,76-80TD,0.0
15/12/2017,Team A  v Team K,home,Team A,Player 11,86,76-80TD,618.6
15/12/2017,Team A  v Team K,home,Team A,Player 17,96,76-80TD,494.7
15/12/2017,Team A  v Team K,home,Team A,Player 13,96,76-80TD,635.4
15/12/2017,Team A  v Team K,home,Team A,Player 5,96,76-80TD,528.3
15/12/2017,Team A  v Team K,home,Team A,Player 14,96,76-80TD,604.3
15/12/2017,Team A  v Team K,home,Team A,Player 20,66,76-80TD,0.0
15/12/2017,Team A  v Team K,home,Team A,Player 4,73,76-80TD,0.0
15/12/2017,Team A  v Team K,home,Team A,Player 7,9,76-80TD,0.0
15/12/2017,Team A  v Team K,home,Team A,Player 9,96,76-80TD,570.1
15/12/2017,Team A  v Team K,home,Team A,Player 6,96,76-80TD,549.6
15/12/2017,Team A  v Team K,home,Team A,Player 16,22,76-80TD,604.8
15/12/2017,Team A  v Team K,home,Team A,Player 3,96,76-80TD,477.9
15/12/2017,Team A  v Team K,home,Team A,Player 25,29,76-80TD,657.9
19/12/2017,Team F v Team A,away,Team A,Player 11,79,76-80TD,132.9
19/12/2017,Team F v Team A,away,Team A,Player 17,29,76-80TD,0.0
19/12/2017,Team F v Team A,away,Team A,Player 23,79,76-80TD,124.2
19/12/2017,Team F v Team A,away,Team A,Player 13,96,76-80TD,643.6
19/12/2017,Team F v Team A,away,Team A,Player 8,16,76-80TD,505.2
19/12/2017,Team F v Team A,away,Team A,Player 14,96,76-80TD,587.6
19/12/2017,Team F v Team A,away,Team A,Player 4,96,76-80TD,554.6
19/12/2017,Team F v Team A,away,Team A,Player 7,96,76-80TD,505.1
19/12/2017,Team F v Team A,away,Team A,Player 6,96,76-80TD,643.9
19/12/2017,Team F v Team A,away,Team A,Player 16,26,76-80TD,726.5
19/12/2017,Team F v Team A,away,Team A,Player 3,96,76-80TD,513.6
19/12/2017,Team F v Team A,away,Team A,Player 25,69,76-80TD,0.0
19/12/2017,Team F v Team A,away,Team A,Player 19,66,76-80TD,624.3
19/12/2017,Team F v Team A,away,Team A,Player 22,16,76-80TD,475.8
26/12/2017,Team A  v Team W,home,Team A,Player 11,70,76-80TD,0.0
26/12/2017,Team A  v Team W,home,Team A,Player 23,97,76-80TD,461.2
26/12/2017,Team A  v Team W,home,Team A,Player 13,75,76-80TD,0.0
26/12/2017,Team A  v Team W,home,Team A,Player 5,97,76-80TD,503.4
26/12/2017,Team A  v Team W,home,Team A,Player 8,27,76-80TD,546.0
26/12/2017,Team A  v Team W,home,Team A,Player 14,97,76-80TD,527.0
26/12/2017,Team A  v Team W,home,Team A,Player 20,11,76-80TD,0.0
26/12/2017,Team A  v Team W,home,Team A,Player 7,75,76-80TD,0.0
26/12/2017,Team A  v Team W,home,Team A,Player 15,22,76-80TD,654.0
26/12/2017,Team A  v Team W,home,Team A,Player 9,86,76-80TD,536.6
26/12/2017,Team A  v Team W,home,Team A,Player 6,97,76-80TD,635.0
26/12/2017,Team A  v Team W,home,Team A,Player 16,22,76-80TD,640.4
26/12/2017,Team A  v Team W,home,Team A,Player 25,86,76-80TD,528.3
26/12/2017,Team A  v Team W,home,Team A,Player 19,97,76-80TD,492.2
26/12/2017,Team A  v Team W,home,Team A,Player 22,11,76-80TD,0.0
01/01/2018,Team H v Team A,away,Team A,Player 11,47,76-80TD,0.0
01/01/2018,Team H v Team A,away,Team A,Player 23,95,76-80TD,434.3
01/01/2018,Team H v Team A,away,Team A,Player 13,91,76-80TD,551.7
01/01/2018,Team H v Team A,away,Team A,Player 5,95,76-80TD,430.9
01/01/2018,Team H v Team A,away,Team A,Player 8,47,76-80TD,585.8
01/01/2018,Team H v Team A,away,Team A,Player 14,95,76-80TD,542.5
01/01/2018,Team H v Team A,away,Team A,Player 20,61,76-80TD,0.0
01/01/2018,Team H v Team A,away,Team A,Player 4,33,76-80TD,632.7
01/01/2018,Team H v Team A,away,Team A,Player 7,95,76-80TD,360.9
01/01/2018,Team H v Team A,away,Team A,Player 15,3,76-80TD,0.0
01/01/2018,Team H v Team A,away,Team A,Player 9,95,76-80TD,457.8
01/01/2018,Team H v Team A,away,Team A,Player 6,95,76-80TD,588.9
01/01/2018,Team H v Team A,away,Team A,Player 19,95,76-80TD,486.2
16/01/2018,Team A  v Team F,home,Team A,Player 17,96,76-80TD,509.6
16/01/2018,Team A  v Team F,home,Team A,Player 18,14,76-80TD,0.0
16/01/2018,Team A  v Team F,home,Team A,Player 13,82,76-80TD,583.8
16/01/2018,Team A  v Team F,home,Team A,Player 5,70,76-80TD,0.0
16/01/2018,Team A  v Team F,home,Team A,Player 1,96,76-80TD,580.0
16/01/2018,Team A  v Team F,home,Team A,Player 8,96,76-80TD,509.7
16/01/2018,Team A  v Team F,home,Team A,Player 14,81,76-80TD,405.3
16/01/2018,Team A  v Team F,home,Team A,Player 20,70,76-80TD,0.0
16/01/2018,Team A  v Team F,home,Team A,Player 4,13,76-80TD,0.0
16/01/2018,Team A  v Team F,home,Team A,Player 7,25,76-80TD,562.3
16/01/2018,Team A  v Team F,home,Team A,Player 15,25,76-80TD,563.4
16/01/2018,Team A  v Team F,home,Team A,Player 9,86,76-80TD,527.6
16/01/2018,Team A  v Team F,home,Team A,Player 6,96,76-80TD,621.6
16/01/2018,Team A  v Team F,home,Team A,Player 19,96,76-80TD,503.6
16/01/2018,Team A  v Team F,home,Team A,Player 22,9,76-80TD,0.0
22/01/2018,Team U v Team A,away,Team A,Player 11,22,76-80TD,666.2
22/01/2018,Team U v Team A,away,Team A,Player 17,97,76-80TD,609.5
22/01/2018,Team U v Team A,away,Team A,Player 23,5,76-80TD,0.0
22/01/2018,Team U v Team A,away,Team A,Player 18,35,76-80TD,631.1
22/01/2018,Team U v Team A,away,Team A,Player 13,91,76-80TD,635.0
22/01/2018,Team U v Team A,away,Team A,Player 5,97,76-80TD,486.1
22/01/2018,Team U v Team A,away,Team A,Player 1,91,76-80TD,546.4
22/01/2018,Team U v Team A,away,Team A,Player 8,97,76-80TD,589.0
22/01/2018,Team U v Team A,away,Team A,Player 20,97,76-80TD,604.0
22/01/2018,Team U v Team A,away,Team A,Player 10,22,76-80TD,616.7
22/01/2018,Team U v Team A,away,Team A,Player 7,5,76-80TD,0.0
22/01/2018,Team U v Team A,away,Team A,Player 15,61,76-80TD,0.0
22/01/2018,Team U v Team A,away,Team A,Player 9,74,76-80TD,0.0
22/01/2018,Team U v Team A,away,Team A,Player 6,97,76-80TD,511.5
22/01/2018,Team U v Team A,away,Team A,Player 19,74,76-80TD,0.0
26/01/2018,Team X v Team A,away,Team A,Player 17,96,76-80TD,606.1
26/01/2018,Team X v Team A,away,Team A,Player 18,29,76-80TD,646.5
26/01/2018,Team X v Team A,away,Team A,Player 13,65,76-80TD,0.0
26/01/2018,Team X v Team A,away,Team A,Player 5,96,76-80TD,465.9
26/01/2018,Team X v Team A,away,Team A,Player 1,30,76-80TD,643.3
26/01/2018,Team X v Team A,away,Team A,Player 8,96,76-80TD,563.2
26/01/2018,Team X v Team A,away,Team A,Player 20,96,76-80TD,639.4
26/01/2018,Team X v Team A,away,Team A,Player 7,66,76-80TD,0.0
26/01/2018,Team X v Team A,away,Team A,Player 15,96,76-80TD,683.4
26/01/2018,Team X v Team A,away,Team A,Player 9,96,76-80TD,647.3
26/01/2018,Team X v Team A,away,Team A,Player 6,96,76-80TD,626.6
26/01/2018,Team X v Team A,away,Team A,Player 19,96,76-80TD,606.4
01/02/2018,Team A  v Team T,home,Team A,Player 11,83,76-80TD,657.6
01/02/2018,Team A  v Team T,home,Team A,Player 17,97,76-80TD,519.7
01/02/2018,Team A  v Team T,home,Team A,Player 23,13,76-80TD,0.0
01/02/2018,Team A  v Team T,home,Team A,Player 18,12,76-80TD,0.0
01/02/2018,Team A  v Team T,home,Team A,Player 13,97,76-80TD,651.8
01/02/2018,Team A  v Team T,home,Team A,Player 5,97,76-80TD,542.5
01/02/2018,Team A  v Team T,home,Team A,Player 1,67,76-80TD,0.0
01/02/2018,Team A  v Team T,home,Team A,Player 14,29,76-80TD,674.5
01/02/2018,Team A  v Team T,home,Team A,Player 20,84,76-80TD,582.7
01/02/2018,Team A  v Team T,home,Team A,Player 7,29,76-80TD,657.3
01/02/2018,Team A  v Team T,home,Team A,Player 15,67,76-80TD,0.0
01/02/2018,Team A  v Team T,home,Team A,Player 6,97,76-80TD,674.9
01/02/2018,Team A  v Team T,home,Team A,Player 19,97,76-80TD,601.5
01/02/2018,Team A  v Team T,home,Team A,Player 22,97,76-80TD,659.7
06/02/2018,Team D v Team A,away,Team A,Player 11,85,76-80TD,672.6
06/02/2018,Team D v Team A,away,Team A,Player 17,96,76-80TD,578.8
06/02/2018,Team D v Team A,away,Team A,Player 13,96,76-80TD,707.9
06/02/2018,Team D v Team A,away,Team A,Player 5,96,76-80TD,548.8
06/02/2018,Team D v Team A,away,Team A,Player 1,28,76-80TD,672.5
06/02/2018,Team D v Team A,away,Team A,Player 8,96,76-80TD,663.0
06/02/2018,Team D v Team A,away,Team A,Player 14,96,76-80TD,694.0
06/02/2018,Team D v Team A,away,Team A,Player 20,73,76-80TD,0.0
06/02/2018,Team D v Team A,away,Team A,Player 7,67,76-80TD,0.0
06/02/2018,Team D v Team A,away,Team A,Player 15,22,76-80TD,737.9
06/02/2018,Team D v Team A,away,Team A,Player 6,96,76-80TD,697.9
06/02/2018,Team D v Team A,away,Team A,Player 16,10,76-80TD,0.0
06/02/2018,Team D v Team A,away,Team A,Player 19,96,76-80TD,592.7
13/02/2018,Team A  v Team B,home,Team A,Player 17,96,76-80TD,440.6
13/02/2018,Team A  v Team B,home,Team A,Player 23,16,76-80TD,313.0
13/02/2018,Team A  v Team B,home,Team A,Player 18,32,76-80TD,523.3
13/02/2018,Team A  v Team B,home,Team A,Player 13,63,76-80TD,0.0
13/02/2018,Team A  v Team B,home,Team A,Player 1,96,76-80TD,498.6
13/02/2018,Team A  v Team B,home,Team A,Player 8,79,76-80TD,117.0
13/02/2018,Team A  v Team B,home,Team A,Player 14,63,76-80TD,0.0
13/02/2018,Team A  v Team B,home,Team A,Player 20,48,76-80TD,0.0
13/02/2018,Team A  v Team B,home,Team A,Player 28,47,76-80TD,555.4
13/02/2018,Team A  v Team B,home,Team A,Player 26,16,76-80TD,332.8
13/02/2018,Team A  v Team B,home,Team A,Player 7,32,76-80TD,404.2
13/02/2018,Team A  v Team B,home,Team A,Player 15,96,76-80TD,474.7
13/02/2018,Team A  v Team B,home,Team A,Player 9,79,76-80TD,132.6
13/02/2018,Team A  v Team B,home,Team A,Player 6,96,76-80TD,575.9
13/02/2018,Team A  v Team B,home,Team A,Player 19,96,76-80TD,488.2
16/02/2018,Team V v Team A,away,Team A,Player 18,13,76-80TD,0.0
16/02/2018,Team V v Team A,away,Team A,Player 13,95,76-80TD,444.6
16/02/2018,Team V v Team A,away,Team A,Player 1,81,76-80TD,416.3
16/02/2018,Team V v Team A,away,Team A,Player 8,95,76-80TD,438.1
16/02/2018,Team V v Team A,away,Team A,Player 14,81,76-80TD,410.6
16/02/2018,Team V v Team A,away,Team A,Player 20,73,76-80TD,0.0
16/02/2018,Team V v Team A,away,Team A,Player 10,95,76-80TD,423.9
16/02/2018,Team V v Team A,away,Team A,Player 28,21,76-80TD,530.4
16/02/2018,Team V v Team A,away,Team A,Player 15,95,76-80TD,431.7
16/02/2018,Team V v Team A,away,Team A,Player 9,95,76-80TD,354.0
16/02/2018,Team V v Team A,away,Team A,Player 6,95,76-80TD,368.3
16/02/2018,Team V v Team A,away,Team A,Player 16,13,76-80TD,0.0
