Match Date,Match,Home/Away,Team,Player Name,Minutes Played,Ball In Play Time,Time In Possession,Time Opponent In Possession,Time In Uncontrolled Possession,Time In Established Possession,Total Distance,Total Low Intensity Distance,Total High Intensity Distance,Stand Distance,Walk Distance,Jog Distance,Run Distance,High Speed Run Distance,High Speed Distance - Player Average,Sprint Distance,Ball In Play Total Distance,In Possession Total Distance,Opponent In Possession Total Distance,Uncontrolled Possession Total Distance,Ball Out Of Play Total Distance,Total Distance (m/min),Total Distance In Possession (m/min),Total Distance Opponent In Possession (m/min),Total Distance Uncontrolled Possession (m/min),Ball In Play HI Distance,In Possession HI Distance,Opponent In Possession HI Distance,Uncontrolled Possession HI Distance,Ball Out Of Play HI Distance,HI Distance (m/min),HI Distance In Possession (m/min),HI Distance Opponent In Possession (m/min),HI Distance Uncontrolled Possession (m/min),Ball In Play Sprint Distance,In Possession Sprint Distance,Opponent In Possession Sprint Distance,Uncontrolled Possession Sprint Distance,Ball Out Of Play Sprint Distance,Sprint Distance (m/min),Sprint Distance In Possession (m/min),Sprint Distance Opponent In Possession (m/min),Sprint Distance Uncontrolled Possession (m/min),HI Events,Sprint Events,HS Run Events,Maximum Speed (km/h),Deceleration Very High Events,Deceleration High Events,Deceleration Medium Events,Deceleration Low Events,Acceleration Low Events,Acceleration Medium Events,Acceleration High Events,Acceleration Very High Events,1-5TD,6-10TD,11-15TD,16-20TD,21-25TD,26-30TD,31-35TD,36-40TD,41-45TD,45+TD,46-50TD,51-55TD,56-60TD,61-65TD,66-70TD,71-75TD,76-80TD,81-85TD,86-90TD,90+TD,1-5HID,6-10HID,11-15HID,16-20HID,21-25HID,26-30HID,31-35HID,36-40HID,41-45HID,45+HID,46-50HID,51-55HID,56-60HID,61-65HID,66-70HID,71-75HID,76-80HID,81-85HID,86-90HID,90+HID,1-5NHID,6-10NHID,11-5NHID,16-20NHID,21-25NHID,26-30NHID,31-35NHID,36-40NHID,41-45NHID,45+NHID,46-50NHID,51-55NHID,56-60NHID,61-65NHID,66-70NHID,71-75NHID,76-80NHID,81-85NHID,86-90NHID,90+NHID,11-15NHID
07/11/2017,Team A  v Team D,home,Team A,Player 25,95,58.2,30.5,26.6,1.1,18.8,11990.7,11335.5,655.2,32.5,3556.9,5161.6,2584.6,549.6,395.05,105.6,9420.2,4847.8,4420.5,151.8,2570.5,126.2,158.9,166.2,138.0,655.2,273.8,378.7,2.7,0.0,6.9,9.0,14.2,2.5,105.6,94.7,10.9,0.0,0.0,1.1,3.1,0.4,,36,4,38,30.4,0,11,74,228,267,72,10,0,682.7,800.4,637.4,712.4,683.5,645.0,623.6,714.2,623.3,94.4,675.6,600.1,470.2,485.1,547.2,656.5,537.8,642.6,610.1,548.8,57.1,30.7,43.4,21.5,42.6,1.4,18.5,24.0,8.1,0.0,37.4,12.8,0.0,34.2,14.1,45.0,30.0,18.6,135.8,80.0,625.6,769.6999999999999,594.0,690.9,640.9,643.6,605.1,690.2,615.1999999999999,94.4,638.2,587.3000000000001,470.2,450.90000000000003,533.1,611.5,507.79999999999995,624.0,474.3,468.79999999999995,594.0
21/11/2017,Team T v Team A,away,Team A,Player 17,96,50.3,21.3,26.4,2.6,7.7,9444.6,8911.8,532.8,50.9,3892.4,3625.2,1343.3,391.3,488.42352939999995,141.5,6733.0,2659.2,3758.2,315.6,2711.5,98.4,124.8,142.4,121.4,508.2,71.9,436.4,0.0,24.5,5.5,3.4,16.5,,141.5,23.8,117.6,0.0,0.0,1.5,1.1,4.5,,30,9,19,31.7,1,16,82,289,312,83,12,1,613.4,607.2,496.8,515.9,598.5,551.6,455.8,551.9,550.6,103.6,548.0,542.4,353.5,525.6,396.3,483.0,450.4,379.0,216.5,504.3,40.0,57.6,15.9,36.7,27.4,24.1,16.5,4.0,23.6,0.0,59.9,27.5,16.1,24.2,25.7,21.8,22.5,0.2,38.2,50.8,573.4,549.6,480.90000000000003,479.2,571.1,527.5,439.3,547.9,527.0,103.6,488.1,514.9,337.4,501.40000000000003,370.6,461.2,427.9,378.8,178.3,453.5,480.90000000000003
21/11/2017,Team T v Team A,away,Team A,Player 23,96,50.3,21.3,26.4,2.6,7.7,9773.3,9112.4,661.0,61.0,3738.5,3667.9,1644.9,518.0,295.7384615,143.0,7074.9,2786.9,3958.1,329.9,2698.4,101.8,130.8,149.9,126.9,576.1,136.1,425.4,14.6,84.9,6.9,6.4,16.1,5.6,143.0,23.7,114.7,4.5,0.0,1.5,1.1,4.3,1.7,43,10,32,34.2,2,11,72,236,281,78,10,0,635.0,621.4,530.8,531.3,578.5,555.5,464.5,569.1,586.1,82.0,567.2,611.5,397.4,557.5,364.2,544.5,446.7,383.3,241.8,505.1,70.2,36.4,38.2,64.8,43.2,55.2,20.3,9.3,37.9,0.0,76.5,30.9,16.1,22.8,24.9,46.6,18.4,0.0,18.4,30.8,564.8,585.0,492.59999999999997,466.49999999999994,535.3,500.3,444.2,559.8000000000001,548.2,82.0,490.70000000000005,580.6,381.29999999999995,534.7,339.3,497.9,428.3,383.3,223.4,474.3,492.59999999999997
21/11/2017,Team T v Team A,away,Team A,Player 5,49,22.2,9.5,11.7,1.0,3.6,4732.9,4456.5,276.4,28.3,2147.7,1729.7,550.8,218.2,395.755,58.3,2881.5,1379.2,1338.4,163.8,1851.4,96.6,145.2,114.4,163.8,274.7,155.9,84.1,34.7,1.7,5.6,16.4,7.2,34.7,58.3,32.2,4.0,22.1,0.0,1.2,3.4,0.3,22.1,16,2,15,38.2,2,9,39,146,150,37,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.9,579.2,466.9,552.6,400.2,546.2,466.5,449.0,308.1,516.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,59.1,30.4,54.0,20.1,26.6,31.3,18.7,4.8,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.7,520.1,436.5,498.6,380.09999999999997,519.6,435.2,430.3,303.3,497.9,0.0
21/11/2017,Team T v Team A,away,Team A,Player 1,46,27.5,11.4,14.4,1.6,4.1,5472.0,4790.1,681.9,20.9,1580.5,2167.4,1021.3,580.9,641.3461538,101.0,4219.6,1786.8,2208.1,224.7,1252.4,119.0,156.7,153.3,140.4,671.0,360.7,289.0,21.2,11.0,14.8,31.6,20.1,13.2,101.0,88.6,10.0,2.4,0.0,2.2,7.8,0.7,1.5,34,5,33,30.0,1,20,48,136,165,50,7,2,579.4,756.4,508.3,498.8,635.2,590.7,536.8,655.1,617.4,93.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1,179.0,23.4,31.8,79.5,69.9,103.9,66.9,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.29999999999995,577.4,484.90000000000003,467.0,555.7,520.8000000000001,432.9,588.2,561.0,93.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.90000000000003
21/11/2017,Team T v Team A,away,Team A,Player 14,96,50.3,21.3,26.4,2.6,7.7,10212.1,9478.5,733.6,51.4,3991.8,4116.4,1318.9,576.8,564.0119047999999,156.8,7026.7,2643.4,4030.1,353.1,3185.4,106.4,124.1,152.7,135.8,721.2,184.7,532.6,3.8,12.5,7.6,8.7,20.2,1.5,156.8,16.9,139.9,0.0,0.0,1.6,0.8,5.3,,37,9,33,30.6,1,12,84,246,278,56,11,1,633.6,630.3,549.8,507.7,575.2,534.5,489.7,639.2,543.2,73.5,568.4,594.1,456.5,624.8,347.8,607.3,539.7,486.4,265.0,545.3,47.7,46.4,44.5,33.1,49.0,58.1,85.2,34.3,5.6,0.0,41.2,8.6,2.7,60.5,13.2,52.6,31.9,26.0,41.9,51.3,585.9,583.9,505.29999999999995,474.59999999999997,526.2,476.4,404.5,604.9000000000001,537.6,73.5,527.1999999999999,585.5,453.8,564.3,334.6,554.6999999999999,507.80000000000007,460.4,223.1,493.99999999999994,505.29999999999995
21/11/2017,Team T v Team A,away,Team A,Player 20,96,50.3,21.3,26.4,2.6,7.7,11692.1,10549.1,1143.0,36.5,3676.1,4648.0,2188.4,978.1,532.0769231,164.9,8527.6,3384.0,4676.6,467.1,3164.4,121.8,158.9,177.1,179.7,1140.2,395.1,684.7,60.5,2.8,11.9,18.5,25.9,23.3,164.9,108.5,49.4,7.0,0.0,1.7,5.1,1.9,2.7,68,7,66,30.7,1,14,97,275,317,83,14,0,662.4,771.0,598.5,631.4,684.0,633.7,573.7,667.4,706.8,92.6,623.1,652.3,539.4,698.9,497.2,657.5,495.3,541.7,354.5,610.5,51.7,180.2,56.7,35.6,54.0,49.0,123.1,25.6,32.1,0.0,53.6,64.1,80.1,86.3,49.9,42.6,13.0,32.5,32.4,80.4,610.6999999999999,590.8,541.8,595.8,630.0,584.7,450.6,641.8,674.6999999999999,92.6,569.5,588.1999999999999,459.29999999999995,612.6,447.3,614.9,482.3,509.20000000000005,322.1,530.1,541.8
21/11/2017,Team T v Team A,away,Team A,Player 10,96,50.3,21.3,26.4,2.6,7.7,10162.9,9557.6,605.2,52.0,4002.3,3849.5,1653.8,455.4,417.31199999999995,149.8,7079.2,2670.9,4072.1,336.2,3083.7,105.9,125.4,154.2,129.3,587.2,51.3,524.1,11.8,18.1,6.3,2.4,19.9,4.5,149.8,0.0,149.8,0.0,0.0,1.6,,5.7,,33,8,27,31.5,3,13,70,246,306,72,14,0,598.2,661.7,554.4,496.2,622.6,539.0,456.3,571.0,622.5,94.4,584.0,586.0,443.8,602.3,422.8,512.7,509.3,462.7,337.7,485.0,79.3,32.8,19.0,31.6,86.6,41.4,23.3,5.3,47.0,0.0,51.8,10.6,14.1,15.3,13.0,32.9,33.9,2.3,43.9,21.3,518.9000000000001,628.9000000000001,535.4,464.59999999999997,536.0,497.6,433.0,565.7,575.5,94.4,532.2,575.4,429.7,587.0,409.8,479.80000000000007,475.40000000000003,460.4,293.8,463.7,535.4
21/11/2017,Team T v Team A,away,Team A,Player 7,46,27.5,11.4,14.4,1.6,4.1,5287.0,4750.7,536.3,14.6,1921.0,2061.9,753.2,354.0,321.215625,182.4,3913.5,1727.6,1964.4,221.5,1373.5,114.9,151.5,136.4,138.4,536.3,362.1,144.5,29.8,0.0,11.7,31.8,10.0,18.6,182.4,159.3,16.3,6.8,0.0,4.0,14.0,1.1,4.2,23,8,20,35.9,2,9,27,115,114,46,8,0,609.1,653.0,561.2,529.5,624.1,470.8,464.1,630.0,633.6,111.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.5,105.9,32.1,60.5,52.4,23.6,36.4,46.5,93.8,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.6,547.1,529.1,469.0,571.7,447.2,427.70000000000005,583.5,539.8000000000001,95.89999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.1
21/11/2017,Team T v Team A,away,Team A,Player 12,49,22.2,9.5,11.7,1.0,3.6,5606.4,5086.4,520.0,21.0,1672.5,2227.5,1165.4,417.5,660.9357143,102.5,3893.5,1605.0,2114.4,174.0,1712.9,114.4,168.9,180.7,174.0,500.9,242.9,239.5,18.5,19.0,10.6,25.6,20.5,18.5,99.0,56.3,37.3,5.5,3.5,2.1,5.9,3.2,5.5,28,5,26,29.0,2,4,54,117,142,57,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.2,693.1,508.5,683.3,499.8,676.9,533.1,532.2,319.5,602.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.1,20.4,49.2,93.5,2.9,88.2,16.0,23.9,34.3,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.1,672.7,459.3,589.8,496.90000000000003,588.6999999999999,517.1,508.30000000000007,285.2,530.6999999999999,0.0
21/11/2017,Team T v Team A,away,Team A,Player 9,96,50.3,21.3,26.4,2.6,7.7,10843.5,9416.4,1427.1,42.0,3555.2,4135.9,1683.3,973.7,651.3054053999999,453.4,7697.4,3195.2,4118.9,383.3,3146.1,113.0,150.0,156.0,147.4,1359.9,714.7,621.4,23.8,67.1,14.9,33.6,23.5,9.2,450.6,293.7,156.9,0.0,2.8,4.7,13.8,5.9,,71,20,63,37.0,4,23,80,272,270,96,22,0,652.1,817.6,569.0,668.3,642.7,550.4,603.6,626.3,661.0,82.0,485.9,630.2,418.1,622.0,395.3,612.3,513.4,445.8,296.7,551.0,75.2,227.9,15.9,77.2,104.9,114.7,219.8,19.7,54.9,0.0,43.6,115.1,17.5,55.2,47.8,81.0,40.4,26.6,14.1,75.5,576.9,589.7,553.1,591.0999999999999,537.8000000000001,435.7,383.8,606.5999999999999,606.1,82.0,442.29999999999995,515.1,400.6,566.8,347.5,531.3,473.0,419.2,282.59999999999997,475.5,553.1
21/11/2017,Team T v Team A,away,Team A,Player 6,96,50.3,21.3,26.4,2.6,7.7,10589.1,9463.2,1125.9,43.1,3737.1,4005.4,1677.6,701.8,785.3575,424.1,7605.4,3407.5,3824.3,373.5,2983.8,110.3,160.0,144.9,143.7,1104.5,752.5,307.2,44.8,21.4,11.7,35.3,11.6,17.2,417.9,320.3,71.1,26.4,6.2,4.4,15.0,2.7,10.2,62,20,38,35.8,5,28,81,233,282,86,21,2,565.9,724.3,565.7,530.2,616.9,514.2,591.1,722.0,683.3,99.9,601.1,627.9,465.3,581.6,461.2,564.0,407.4,489.7,203.6,573.7,71.0,90.1,31.7,32.0,64.1,50.0,89.6,73.4,92.3,4.6,72.4,103.1,53.5,68.1,29.6,61.3,0.0,64.5,26.3,48.4,494.9,634.1999999999999,534.0,498.20000000000005,552.8,464.20000000000005,501.5,648.6,591.0,95.30000000000001,528.7,524.8,411.8,513.5,431.59999999999997,502.7,407.4,425.2,177.29999999999998,525.3000000000001,534.0
21/11/2017,Team T v Team A,away,Team A,Player 25,96,50.3,21.3,26.4,2.6,7.7,10326.0,9638.5,687.5,52.0,3582.1,4170.5,1833.9,630.3,395.05,57.1,7731.8,3134.8,4240.1,356.9,2594.1,107.6,147.2,160.6,137.3,687.5,159.0,526.0,2.5,0.0,7.2,7.5,19.9,1.0,57.1,5.3,51.8,0.0,0.0,0.6,0.2,2.0,,40,3,40,28.7,0,9,56,213,244,69,10,0,548.3,757.1,603.5,538.1,624.4,555.6,513.4,664.6,626.2,102.3,546.9,660.6,447.5,552.2,424.5,589.3,457.8,396.4,244.0,473.3,37.8,147.8,18.0,13.1,57.8,31.4,66.9,50.4,52.3,0.0,50.9,16.9,4.8,28.6,39.0,14.8,0.0,0.0,18.2,38.7,510.49999999999994,609.3,585.5,525.0,566.6,524.2,446.5,614.2,573.9000000000001,102.3,496.0,643.7,442.7,523.6,385.5,574.5,457.8,396.4,225.8,434.6,585.5
25/11/2017,Team B v Team A,away,Team A,Player 11,82,48.6,30.1,17.1,1.4,18.3,8931.6,8272.4,659.2,36.8,3021.9,3820.1,1393.6,502.9,550.3884615000001,156.3,6858.8,3943.8,2695.4,219.7,2072.7,108.9,131.0,157.6,156.9,655.9,215.8,400.0,40.1,3.3,8.0,7.2,23.4,28.6,156.3,38.6,117.6,0.0,0.0,1.9,1.3,6.9,,38,9,29,30.9,1,19,65,187,240,68,11,1,590.5,588.1,493.3,526.7,621.2,587.3,421.0,628.2,444.0,110.0,535.7,515.5,607.7,671.4,388.7,534.5,592.2,75.5,0.0,0.0,38.7,103.7,18.0,77.8,55.8,22.9,37.3,33.8,21.7,6.8,2.7,56.4,47.4,54.1,0.0,21.4,52.6,8.4,0.0,0.0,551.8,484.40000000000003,475.3,448.90000000000003,565.4000000000001,564.4,383.7,594.4000000000001,422.3,103.2,533.0,459.1,560.3000000000001,617.3,388.7,513.1,539.6,67.1,0.0,0.0,475.3
25/11/2017,Team B v Team A,away,Team A,Player 17,11,4.9,2.3,2.6,0.1,1.0,1070.7,1021.8,48.9,6.5,464.9,387.5,163.0,45.8,488.42352939999995,3.1,675.0,264.2,402.8,8.0,395.7,97.3,114.9,154.9,80.0,48.9,16.3,32.5,0.0,0.0,4.4,7.1,12.5,,3.1,3.1,0.0,0.0,0.0,0.3,1.3,,,4,0,4,25.6,0,2,10,26,29,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.4,466.4,285.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,31.6,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.29999999999995,434.79999999999995,274.7,0.0
25/11/2017,Team B v Team A,away,Team A,Player 5,27,14.5,8.7,5.6,0.2,5.3,2824.7,2619.5,205.2,10.5,1254.4,946.9,407.8,185.0,395.755,20.2,1880.6,1226.2,630.6,23.7,944.1,104.6,140.9,112.6,118.5,205.2,184.9,20.2,0.0,0.0,7.6,21.3,3.6,,20.2,20.2,0.0,0.0,0.0,0.7,2.3,,,13,1,10,28.5,0,5,24,45,54,16,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.8,533.8,557.5,444.5,508.6,297.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,34.1,49.0,40.4,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.7,499.69999999999993,508.5,404.1,459.1,297.6,0.0
25/11/2017,Team B v Team A,away,Team A,Player 1,88,51.5,31.8,18.3,1.4,19.2,11063.5,10239.3,824.2,19.5,3304.4,4718.2,2197.2,684.5,641.3461538,139.7,8366.4,5382.0,2750.3,234.2,2697.1,125.7,169.2,150.3,167.3,815.2,647.4,146.1,21.7,9.0,9.4,20.4,8.0,15.5,139.7,129.2,10.6,0.0,0.0,1.6,4.1,0.6,,47,7,46,33.4,0,9,75,247,269,89,11,0,701.7,639.6,579.7,561.5,704.6,702.1,467.9,726.6,565.4,81.3,677.4,583.1,712.0,768.4,510.2,669.9,623.1,558.8,230.3,0.0,71.2,21.5,51.3,8.7,96.5,56.1,6.9,45.5,32.7,0.0,56.8,39.4,50.2,80.6,9.9,55.0,64.1,69.0,8.8,0.0,630.5,618.1,528.4000000000001,552.8,608.1,646.0,461.0,681.1,532.6999999999999,81.3,620.6,543.7,661.8,687.8,500.3,614.9,559.0,489.79999999999995,221.5,0.0,528.4000000000001
25/11/2017,Team B v Team A,away,Team A,Player 20,94,53.7,32.5,19.8,1.5,19.2,11042.9,10329.5,713.4,28.7,3943.1,4466.5,1891.2,601.4,532.0769231,112.0,8253.8,4694.2,3304.2,255.4,2789.0,117.5,144.4,166.9,170.3,712.4,193.5,519.0,0.0,0.9,7.6,6.0,26.2,,112.0,14.9,97.1,0.0,0.0,1.2,0.5,4.9,,37,6,33,30.1,0,19,70,230,278,75,10,1,636.5,662.3,579.2,570.5,628.9,658.3,456.6,711.4,520.3,96.3,598.1,573.5,653.2,654.5,465.2,598.7,620.1,474.5,551.5,333.4,7.7,38.8,14.8,62.3,66.1,30.9,14.8,61.5,21.2,4.6,26.6,46.4,51.8,59.7,12.6,71.7,41.4,27.0,35.5,17.9,628.8,623.5,564.4000000000001,508.2,562.8,627.4,441.8,649.9,499.09999999999997,91.7,571.5,527.1,601.4000000000001,594.8,452.59999999999997,527.0,578.7,447.5,516.0,315.5,564.4000000000001
25/11/2017,Team B v Team A,away,Team A,Player 10,94,53.7,32.5,19.8,1.5,19.2,10170.0,9736.2,433.7,36.7,3990.5,4072.9,1636.1,423.9,417.31199999999995,9.8,7299.7,3995.0,3075.9,228.8,2870.2,108.2,122.9,155.3,152.5,397.6,78.8,285.4,33.4,36.1,4.6,2.4,14.4,22.3,9.8,8.1,1.7,0.0,0.0,0.1,0.2,0.1,,28,1,27,26.2,0,11,57,227,243,77,16,1,503.0,616.3,580.6,570.6,543.2,594.6,422.6,650.3,479.3,67.3,536.2,560.5,635.2,628.9,451.0,577.5,498.7,451.5,498.0,304.6,7.1,42.1,25.0,20.7,29.7,42.7,11.6,18.7,34.9,0.0,1.8,22.6,23.3,31.4,42.1,18.0,34.1,4.9,0.0,23.3,495.9,574.1999999999999,555.6,549.9,513.5,551.9,411.0,631.5999999999999,444.40000000000003,67.3,534.4000000000001,537.9,611.9000000000001,597.5,408.9,559.5,464.59999999999997,446.6,498.0,281.3,555.6
25/11/2017,Team B v Team A,away,Team A,Player 4,94,53.7,32.5,19.8,1.5,19.2,11323.7,10550.0,773.7,31.3,3846.5,4390.4,2281.9,678.6,492.52285710000007,95.0,8294.0,4879.0,3162.2,252.8,3029.7,120.5,150.1,159.7,168.5,758.3,321.8,428.5,8.0,15.4,8.2,9.9,21.6,5.3,95.0,28.0,67.1,0.0,0.0,1.0,0.9,3.4,,46,4,43,31.0,2,10,63,268,275,87,5,0,620.6,666.2,561.8,551.9,707.7,625.5,560.0,664.4,492.3,111.4,615.9,611.0,700.6,697.8,465.1,673.5,623.3,494.9,523.3,356.5,37.1,49.0,3.9,32.2,68.1,36.8,19.0,53.1,28.7,4.4,57.1,29.5,72.1,58.5,6.7,65.8,79.9,29.5,24.1,18.2,583.5,617.2,557.9,519.6999999999999,639.6,588.7,541.0,611.3,463.6,107.0,558.8,581.5,628.5,639.3,458.40000000000003,607.7,543.4,465.4,499.19999999999993,338.3,557.9
25/11/2017,Team B v Team A,away,Team A,Player 7,66,39.0,23.7,14.0,1.3,14.0,6801.7,6043.4,758.4,22.1,2803.3,2378.5,839.5,572.7,321.215625,185.7,5055.9,3006.6,1868.3,181.0,1745.8,103.1,126.9,133.4,139.2,754.0,353.8,364.3,35.9,4.4,11.5,14.9,26.0,27.6,184.2,78.5,98.7,7.0,1.4,2.8,3.3,7.0,5.4,49,9,41,33.9,2,26,51,130,154,59,17,0,565.3,536.4,417.1,396.4,598.7,553.2,532.0,585.8,420.2,73.9,526.6,489.2,533.3,573.6,0.0,0.0,0.0,0.0,0.0,0.0,38.6,33.1,46.0,40.4,52.4,78.3,78.7,80.1,10.4,0.0,82.1,66.7,81.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,526.6999999999999,503.29999999999995,371.1,356.0,546.3000000000001,474.90000000000003,453.3,505.69999999999993,409.8,73.9,444.5,422.5,452.29999999999995,503.1,0.0,0.0,0.0,0.0,0.0,0.0,371.1
25/11/2017,Team B v Team A,away,Team A,Player 12,94,53.7,32.5,19.8,1.5,19.2,11499.3,10540.1,959.2,33.5,3401.3,4663.2,2442.1,737.1,660.9357143,222.1,8617.6,5154.4,3220.0,243.2,2881.7,122.3,158.6,162.6,162.1,959.2,587.7,326.0,45.5,0.0,10.2,18.1,16.5,30.3,222.1,151.4,49.9,20.8,0.0,2.4,4.7,2.5,13.9,53,11,47,34.5,3,11,85,289,303,94,14,0,665.1,712.0,486.5,618.1,729.7,629.8,594.9,732.2,523.7,60.8,586.6,647.4,687.0,719.0,529.7,698.2,533.2,522.9,498.6,323.6,21.4,61.3,49.3,25.8,104.2,36.1,28.2,95.1,29.2,0.0,91.8,73.5,100.0,44.4,6.5,66.6,89.7,21.6,2.4,11.9,643.7,650.7,437.2,592.3000000000001,625.5,593.6999999999999,566.6999999999999,637.1,494.50000000000006,60.8,494.8,573.9,587.0,674.6,523.2,631.6,443.50000000000006,501.29999999999995,496.20000000000005,311.70000000000005,437.2
25/11/2017,Team B v Team A,away,Team A,Player 9,94,53.7,32.5,19.8,1.5,19.2,10633.0,9791.0,842.0,25.2,3738.4,4366.1,1661.2,622.2,651.3054053999999,219.8,7724.6,4577.6,2933.1,213.9,2908.4,113.1,140.8,148.1,142.6,825.7,575.1,250.6,0.0,16.3,9.0,17.7,12.7,,219.8,154.5,65.3,0.0,0.0,2.3,4.8,3.3,,49,9,36,31.9,2,23,63,243,270,66,16,3,577.1,656.6,438.5,578.3,678.6,582.6,531.6,687.3,488.2,85.5,497.8,664.4,643.1,626.1,495.7,597.0,525.0,464.9,525.9,288.8,14.9,96.5,9.4,11.6,78.3,29.1,21.3,73.3,22.0,0.0,45.6,141.7,27.3,73.8,7.0,64.4,42.6,42.7,18.7,21.8,562.2,560.1,429.1,566.6999999999999,600.3000000000001,553.5,510.3,614.0,466.2,85.5,452.2,522.7,615.8000000000001,552.3000000000001,488.7,532.6,482.4,422.2,507.2,267.0,429.1
25/11/2017,Team B v Team A,away,Team A,Player 6,94,53.7,32.5,19.8,1.5,19.2,11002.1,9866.2,1135.9,29.8,3893.1,4264.6,1678.8,816.9,785.3575,318.9,7885.1,4813.4,2861.0,210.7,3116.9,117.0,148.1,144.5,140.5,1122.4,816.9,277.2,28.3,13.5,12.1,25.1,14.0,18.9,318.9,271.8,39.3,7.9,0.0,3.4,8.4,2.0,5.3,67,17,56,35.8,1,14,76,189,217,77,19,1,591.4,640.4,563.3,546.8,615.3,601.1,511.6,633.2,509.1,68.0,631.9,607.8,621.6,671.1,454.6,583.0,652.6,556.9,547.5,395.0,20.8,50.9,46.4,49.2,60.5,49.1,40.7,110.4,40.5,0.0,66.6,72.9,82.0,47.1,50.4,68.3,102.5,77.8,86.1,13.6,570.6,589.5,516.9,497.59999999999997,554.8,552.0,470.90000000000003,522.8000000000001,468.6,68.0,565.3,534.9,539.6,624.0,404.20000000000005,514.7,550.1,479.09999999999997,461.4,381.4,516.9
25/11/2017,Team B v Team A,away,Team A,Player 16,5,1.8,0.4,1.4,0.1,0.0,628.7,475.5,153.1,3.5,196.4,182.2,93.5,103.9,228.47058819999998,49.3,315.7,93.7,212.9,9.2,312.9,125.7,234.2,152.1,92.0,114.2,46.1,68.1,0.0,38.9,30.6,115.2,48.6,,33.3,12.1,21.2,0.0,16.0,9.9,30.2,15.1,,8,3,7,31.3,1,2,4,5,7,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.4,342.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.29999999999998,269.3,0.0
25/11/2017,Team B v Team A,away,Team A,Player 3,94,53.7,32.5,19.8,1.5,19.2,9741.8,9348.7,393.2,43.0,3687.5,4191.5,1426.7,358.6,417.075,34.6,7222.9,3986.2,3023.2,213.5,2518.9,103.6,122.7,152.7,142.3,379.1,58.2,304.8,16.1,14.1,4.2,1.8,15.4,10.7,34.6,0.8,33.7,0.0,0.0,0.0,,1.7,,25,1,22,29.6,1,12,49,211,240,60,11,0,529.6,580.2,552.1,575.6,527.4,595.3,388.3,600.6,462.9,88.1,594.6,471.4,600.6,585.7,446.8,557.4,479.8,355.2,510.3,239.8,9.3,44.1,10.7,22.6,26.3,37.2,5.3,0.0,19.1,3.0,11.9,26.6,36.0,38.5,10.8,21.8,46.7,5.4,18.0,0.0,520.3000000000001,536.1,541.4,553.0,501.09999999999997,558.0999999999999,383.0,600.6,443.79999999999995,85.1,582.7,444.79999999999995,564.6,547.2,436.0,535.6,433.1,349.8,492.3,239.8,541.4
