Match Date,Match,Home/Away,Team,Player Name,Minutes Played,Ball In Play Time,Time In Possession,Time Opponent In Possession,Time In Uncontrolled Possession,Time In Established Possession,Total Distance,Total Low Intensity Distance,Total High Intensity Distance,Stand Distance,Walk Distance,Jog Distance,Run Distance,High Speed Run Distance,High Speed Distance - Player Average,Sprint Distance,Ball In Play Total Distance,In Possession Total Distance,Opponent In Possession Total Distance,Uncontrolled Possession Total Distance,Ball Out Of Play Total Distance,Total Distance (m/min),Total Distance In Possession (m/min),Total Distance Opponent In Possession (m/min),Total Distance Uncontrolled Possession (m/min),Ball In Play HI Distance,In Possession HI Distance,Opponent In Possession HI Distance,Uncontrolled Possession HI Distance,Ball Out Of Play HI Distance,HI Distance (m/min),HI Distance In Possession (m/min),HI Distance Opponent In Possession (m/min),HI Distance Uncontrolled Possession (m/min),Ball In Play Sprint Distance,In Possession Sprint Distance,Opponent In Possession Sprint Distance,Uncontrolled Possession Sprint Distance,Ball Out Of Play Sprint Distance,Sprint Distance (m/min),Sprint Distance In Possession (m/min),Sprint Distance Opponent In Possession (m/min),Sprint Distance Uncontrolled Possession (m/min),HI Events,Sprint Events,HS Run Events,Maximum Speed (km/h),Deceleration Very High Events,Deceleration High Events,Deceleration Medium Events,Deceleration Low Events,Acceleration Low Events,Acceleration Medium Events,Acceleration High Events,Acceleration Very High Events,1-5TD,6-10TD,11-15TD,16-20TD,21-25TD,26-30TD,31-35TD,36-40TD,41-45TD,45+TD,46-50TD,51-55TD,56-60TD,61-65TD,66-70TD,71-75TD,76-80TD,81-85TD,86-90TD,90+TD,1-5HID,6-10HID,11-15HID,16-20HID,21-25HID,26-30HID,31-35HID,36-40HID,41-45HID,45+HID,46-50HID,51-55HID,56-60HID,61-65HID,66-70HID,71-75HID,76-80HID,81-85HID,86-90HID,90+HID,1-5NHID,6-10NHID,11-5NHID,16-20NHID,21-25NHID,26-30NHID,31-35NHID,36-40NHID,41-45NHID,45+NHID,46-50NHID,51-55NHID,56-60NHID,61-65NHID,66-70NHID,71-75NHID,76-80NHID,81-85NHID,86-90NHID,90+NHID,11-15NHID
22/01/2018,Team U v Team A,away,Team A,Player 17,97,53.1,22.4,28.7,2.0,8.5,10692.9,9938.3,754.6,55.8,3534.7,4308.3,2039.6,594.0,488.42352939999995,160.6,7897.8,3147.7,4430.9,319.2,2794.3,110.2,140.5,154.4,159.6,699.8,215.3,457.0,27.5,54.7,7.8,9.6,15.9,13.8,155.4,8.1,137.0,10.4,5.1,1.7,0.4,4.8,5.2,43,9,33,33.6,0,20,80,317,333,93,17,1,618.2,564.2,556.0,559.9,555.9,571.0,519.9,600.0,546.6,105.6,492.9,556.2,605.6,504.9,618.4,389.6,609.5,494.0,538.2,686.3,59.2,38.8,13.8,33.7,18.8,71.1,91.3,13.9,18.2,0.0,8.5,78.1,85.4,34.7,14.9,20.7,69.9,43.7,19.0,20.8,559.0,525.4000000000001,542.2,526.1999999999999,537.1,499.9,428.59999999999997,586.1,528.4,105.6,484.4,478.1,520.2,470.2,603.5,368.90000000000003,539.6,450.3,519.2,665.5,542.2
22/01/2018,Team U v Team A,away,Team A,Player 23,5,3.0,1.3,1.4,0.4,0.0,698.5,635.8,62.7,0.6,231.7,268.3,135.2,62.7,295.7384615,0.0,478.4,154.5,249.4,74.5,220.1,139.7,118.8,178.1,186.2,62.7,12.9,30.3,19.5,0.0,12.5,9.9,21.6,48.8,0.0,0.0,0.0,0.0,0.0,,,,,5,0,5,22.9,0,2,4,18,26,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.8,0.0
22/01/2018,Team U v Team A,away,Team A,Player 18,35,18.0,7.8,9.3,0.9,2.9,4472.0,3863.0,609.1,11.9,1366.3,1770.3,714.5,344.8,442.5909091,264.3,3121.3,1315.8,1670.6,134.9,1350.8,127.8,168.7,179.6,149.9,592.0,356.5,220.7,14.9,17.0,17.4,45.7,23.7,16.6,264.3,192.5,65.8,6.0,0.0,7.6,24.7,7.1,6.7,26,12,20,34.7,2,7,27,77,98,28,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.2,815.6,563.3,631.1,634.3,682.4,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,151.4,44.0,64.7,129.0,113.7,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.9,664.2,519.3,566.4,505.29999999999995,568.6999999999999,630.0,0.0
22/01/2018,Team U v Team A,away,Team A,Player 13,91,49.9,21.0,27.3,1.6,8.5,11011.5,9930.9,1080.6,32.4,3150.1,4553.3,2195.0,958.1,752.5529412000001,122.4,8200.1,3293.9,4647.7,258.5,2810.7,121.0,156.9,170.2,161.6,1013.6,330.8,668.6,14.1,67.0,11.9,15.8,24.5,8.8,120.5,50.4,70.1,0.0,2.0,1.3,2.4,2.6,,61,5,56,31.4,3,14,85,268,291,83,12,2,703.0,612.8,676.8,619.5,655.6,606.1,623.9,622.9,616.1,87.4,439.9,610.7,621.9,463.5,750.8,463.2,635.0,537.7,664.8,0.0,63.4,47.4,95.9,57.4,59.4,37.9,119.6,80.8,73.4,0.0,47.4,116.1,45.8,31.5,67.9,24.1,3.2,50.3,58.9,0.0,639.6,565.4,580.9,562.1,596.2,568.2,504.29999999999995,542.1,542.7,87.4,392.5,494.6,576.1,432.0,682.9,439.09999999999997,631.8,487.40000000000003,605.9,0.0,580.9
22/01/2018,Team U v Team A,away,Team A,Player 5,97,53.1,22.4,28.7,2.0,8.5,10029.3,9317.0,712.3,31.0,4511.5,3230.1,1544.4,571.3,395.755,141.0,6943.7,3063.0,3640.2,240.5,3085.5,103.4,136.7,126.8,120.2,705.5,331.6,355.6,18.3,6.8,7.3,14.8,12.4,9.2,141.0,91.2,49.8,0.0,0.0,1.5,4.1,1.7,,39,6,37,32.0,0,10,46,213,224,76,8,1,574.9,528.2,480.0,560.6,543.4,514.4,499.0,530.1,521.0,101.7,371.2,585.7,514.3,403.9,649.7,437.9,486.1,510.0,646.0,571.1,35.7,46.1,13.0,51.5,45.7,36.2,48.9,58.1,58.3,15.9,30.8,37.9,47.0,12.8,76.9,4.9,0.0,45.0,44.6,3.0,539.1999999999999,482.1,467.0,509.1,497.7,478.2,450.1,472.0,462.7,85.8,340.4,547.8000000000001,467.29999999999995,391.09999999999997,572.8000000000001,433.0,486.1,465.0,601.4,568.1,467.0
22/01/2018,Team U v Team A,away,Team A,Player 1,91,49.9,21.0,27.3,1.6,8.5,10338.1,9254.1,1084.0,26.7,3722.9,3732.9,1771.5,805.4,641.3461538,278.6,7523.9,3334.3,3963.6,226.0,2814.0,113.6,158.8,145.2,141.2,1073.1,635.8,377.5,59.7,10.9,11.9,30.3,13.8,37.3,274.2,192.7,57.1,24.5,4.3,3.1,9.2,2.1,15.3,52,13,50,35.5,1,19,71,214,207,87,13,2,647.0,565.0,588.4,622.1,663.1,577.8,516.8,547.9,570.3,76.1,434.6,608.9,556.0,466.9,713.7,455.1,546.4,478.6,703.4,0.0,46.1,25.0,73.2,77.6,72.3,99.7,47.5,38.8,136.6,0.0,16.7,61.0,72.1,33.9,95.4,21.0,56.4,26.8,83.9,0.0,600.9,540.0,515.1999999999999,544.5,590.8000000000001,478.09999999999997,469.29999999999995,509.09999999999997,433.69999999999993,76.1,417.90000000000003,547.9,483.9,433.0,618.3000000000001,434.1,490.0,451.8,619.5,0.0,515.1999999999999
22/01/2018,Team U v Team A,away,Team A,Player 8,97,53.1,22.4,28.7,2.0,8.5,11228.7,10385.2,843.5,44.4,3733.3,4487.1,2120.4,659.6,609.5111111,183.8,8178.7,2939.4,4919.9,319.4,3049.3,115.8,131.2,171.4,159.7,809.4,203.2,578.4,27.8,34.1,8.7,9.1,20.2,13.9,183.8,57.9,125.9,0.0,0.0,1.9,2.6,4.4,,52,9,42,30.4,0,17,91,261,299,90,8,1,647.4,592.0,587.9,618.8,602.4,563.7,571.1,573.0,558.7,95.8,474.7,648.4,610.6,419.9,723.7,515.1,589.0,520.5,597.6,718.4,22.0,54.1,52.3,40.1,37.9,68.2,95.4,41.5,47.6,0.0,19.1,76.7,35.2,0.0,38.6,58.1,66.0,52.3,11.7,26.7,625.4,537.9,535.6,578.6999999999999,564.5,495.50000000000006,475.70000000000005,531.5,511.1,95.8,455.59999999999997,571.6999999999999,575.4,419.9,685.1,457.0,523.0,468.2,585.9,691.6999999999999,535.6
22/01/2018,Team U v Team A,away,Team A,Player 20,97,53.1,22.4,28.7,2.0,8.5,11756.2,10576.7,1179.4,35.0,3784.5,4532.7,2224.5,804.6,532.0769231,374.8,8828.9,3364.0,5145.9,319.0,2926.8,121.2,150.2,179.3,159.5,1162.3,396.4,723.0,42.9,17.2,12.2,17.7,25.2,21.4,374.8,209.4,165.4,0.0,0.0,3.9,9.3,5.8,,64,16,56,32.8,1,14,81,251,270,57,17,3,636.2,702.8,653.0,649.2,675.9,588.7,569.2,679.4,651.6,96.2,466.0,606.4,567.2,449.9,753.2,457.5,604.0,592.3,669.1,688.4,28.3,62.9,50.2,75.6,89.9,50.1,115.6,81.7,100.4,0.0,17.7,83.1,55.3,38.5,65.2,24.4,48.8,63.5,101.4,26.8,607.9000000000001,639.9,602.8,573.6,586.0,538.6,453.6,597.6999999999999,551.2,96.2,448.3,523.3,511.90000000000003,411.4,688.0,433.1,555.2,528.8,567.7,661.6,602.8
22/01/2018,Team U v Team A,away,Team A,Player 10,22,11.8,5.1,5.9,0.8,1.6,2521.6,2380.5,141.1,8.6,908.0,951.7,512.2,126.9,417.31199999999995,14.2,1759.7,626.0,993.3,140.4,761.9,114.6,122.7,168.4,175.5,100.7,7.3,77.7,15.7,40.5,6.4,1.4,13.2,19.6,13.1,0.0,13.1,0.0,1.1,0.6,,2.2,,7,1,6,27.6,0,3,23,65,86,20,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.2,616.7,495.5,584.1,679.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,69.7,17.6,14.8,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.7,547.0,477.9,569.3000000000001,649.6,0.0
22/01/2018,Team U v Team A,away,Team A,Player 7,5,3.0,1.3,1.4,0.4,0.0,593.6,521.0,72.5,0.8,237.9,178.0,104.4,44.8,321.215625,27.7,432.9,156.1,213.4,63.4,160.7,118.7,120.1,152.4,158.5,72.5,15.4,40.7,16.5,0.0,14.5,11.8,29.1,41.2,27.7,7.2,11.9,8.7,0.0,5.5,5.5,8.5,21.7,5,2,4,32.7,0,2,2,13,10,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.1,0.0
22/01/2018,Team U v Team A,away,Team A,Player 15,61,34.7,14.3,19.3,1.1,5.6,8106.1,7245.3,860.8,15.9,2230.0,3160.7,1838.7,739.5,589.753125,121.2,6184.1,2397.7,3603.5,182.8,1921.7,132.9,167.7,186.7,166.2,852.6,321.6,514.2,16.8,8.2,14.1,22.5,26.6,15.3,120.4,72.1,48.3,0.0,0.9,2.0,5.0,2.5,,43,7,42,30.3,4,16,75,195,230,88,8,1,771.6,739.2,715.5,736.3,667.7,615.7,600.5,662.3,620.8,168.7,485.2,681.1,641.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,60.8,64.8,42.0,27.0,83.3,148.1,77.4,62.0,55.9,59.1,103.4,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,727.9,678.4000000000001,650.7,694.3,640.7,532.4000000000001,452.4,584.9,558.8,112.79999999999998,426.09999999999997,577.7,608.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.7
22/01/2018,Team U v Team A,away,Team A,Player 9,74,41.2,17.2,22.8,1.2,7.0,8300.6,7474.9,825.7,22.1,2676.8,3483.6,1292.4,479.9,651.3054053999999,345.8,6127.3,2443.9,3498.7,184.8,2171.8,112.2,142.1,153.5,154.0,803.7,289.1,488.7,25.8,20.5,11.2,16.8,21.4,21.5,338.8,135.0,203.9,0.0,5.5,4.7,7.8,8.9,,40,14,29,34.3,4,15,65,204,231,72,13,2,647.0,574.5,616.4,561.2,635.5,619.3,549.5,592.4,572.5,117.6,363.9,499.5,513.3,533.6,647.3,257.1,0.0,0.0,0.0,0.0,51.1,62.3,69.0,52.5,36.4,78.7,90.4,46.9,112.3,18.3,28.7,48.3,22.1,71.7,21.6,15.4,0.0,0.0,0.0,0.0,595.9,512.2,547.4,508.70000000000005,599.1,540.5999999999999,459.1,545.5,460.2,99.3,335.2,451.2,491.19999999999993,461.90000000000003,625.6999999999999,241.70000000000002,0.0,0.0,0.0,0.0,547.4
22/01/2018,Team U v Team A,away,Team A,Player 6,97,53.1,22.4,28.7,2.0,8.5,10994.4,9783.5,1210.9,38.1,3990.3,4132.2,1622.8,699.8,785.3575,511.1,7890.5,3319.8,4261.6,309.1,3102.9,113.3,148.2,148.5,154.6,1201.1,652.4,500.9,47.7,9.8,12.5,29.1,17.5,23.9,511.1,327.7,174.1,9.3,0.0,5.3,14.6,6.1,4.7,60,21,48,35.1,2,20,66,208,243,78,19,1,606.9,581.4,550.3,562.1,624.3,567.8,495.9,587.4,566.8,101.6,436.9,617.7,584.8,530.8,666.2,518.5,511.5,534.7,638.9,709.8,14.9,58.6,44.6,50.5,50.9,67.4,10.8,91.2,112.4,7.9,27.8,101.5,73.9,28.7,131.6,44.7,63.8,39.2,142.9,47.6,592.0,522.8,505.69999999999993,511.6,573.4,500.4,485.09999999999997,496.2,454.4,93.69999999999999,409.09999999999997,516.2,510.9,502.09999999999997,534.6,473.8,447.7,495.50000000000006,496.0,662.1999999999999,505.69999999999993
22/01/2018,Team U v Team A,away,Team A,Player 19,74,41.2,17.2,22.8,1.2,7.0,8501.4,7981.1,520.3,38.0,2640.0,3770.4,1532.7,414.5,464.775,105.8,6314.0,2596.1,3563.4,154.5,2186.9,114.9,150.9,156.3,128.8,508.2,84.1,423.2,0.9,12.1,7.0,4.9,18.6,0.8,105.8,14.5,91.3,0.0,0.0,1.4,0.8,4.0,,32,5,26,33.0,2,13,69,228,243,78,14,1,646.0,658.1,558.7,616.8,565.4,562.3,498.0,618.2,589.5,120.8,470.2,556.5,633.1,449.4,675.8,282.5,0.0,0.0,0.0,0.0,1.9,51.4,27.8,44.5,21.0,61.5,73.5,31.6,16.9,3.4,16.3,37.3,37.6,13.9,43.5,38.2,0.0,0.0,0.0,0.0,644.1,606.7,530.9000000000001,572.3,544.4,500.79999999999995,424.5,586.6,572.6,117.39999999999999,453.9,519.2,595.5,435.5,632.3,244.3,0.0,0.0,0.0,0.0,530.9000000000001
26/01/2018,Team X v Team A,away,Team A,Player 17,96,55.3,29.2,23.3,2.8,16.9,10248.4,9491.5,756.9,52.6,3771.9,3972.6,1694.3,579.5,488.42352939999995,177.3,7623.9,3531.0,3675.5,417.4,2624.5,106.8,120.9,157.7,149.1,673.8,126.3,502.9,44.6,83.1,7.9,4.3,21.6,15.9,174.0,18.9,140.7,14.5,3.3,1.8,0.6,6.0,5.2,42,8,40,33.4,2,18,75,281,284,85,14,2,652.1,545.5,560.0,575.7,579.3,248.2,499.1,609.2,498.1,263.1,591.4,518.6,530.7,517.5,512.4,452.5,606.1,576.1,557.0,355.9,60.2,110.3,14.4,16.4,34.8,6.8,59.6,49.9,47.0,12.7,48.1,40.8,17.7,35.4,30.0,29.3,39.2,48.6,31.8,23.6,591.9,435.2,545.6,559.3000000000001,544.5,241.39999999999998,439.5,559.3000000000001,451.1,250.40000000000003,543.3,477.8,513.0,482.1,482.4,423.2,566.9,527.5,525.2,332.29999999999995,545.6
26/01/2018,Team X v Team A,away,Team A,Player 18,29,16.8,10.5,5.6,0.8,7.3,3650.8,3403.4,247.4,7.0,1037.1,1735.9,623.3,209.4,442.5909091,38.1,2734.3,1718.1,906.0,110.1,916.6,125.9,163.6,161.8,137.6,245.8,159.4,83.9,2.5,1.7,8.5,15.2,15.0,3.1,38.1,17.3,20.7,0.0,0.0,1.3,1.6,3.7,,14,2,13,31.6,0,7,15,68,81,18,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.3,625.5,586.6,646.5,576.2,706.9,369.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,60.1,58.8,27.5,23.0,56.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.70000000000002,565.4,527.8000000000001,619.0,553.2,650.5,359.9,0.0
26/01/2018,Team X v Team A,away,Team A,Player 13,65,37.5,18.3,17.3,2.0,9.3,7734.1,7266.9,467.1,22.9,2340.4,3391.9,1511.8,378.5,752.5529412000001,88.6,5829.5,2585.1,2963.2,281.2,1904.5,119.0,141.3,171.3,140.6,467.1,128.9,326.4,11.8,0.0,7.2,7.0,18.9,5.9,88.6,14.0,74.6,0.0,0.0,1.4,0.8,4.3,,25,5,24,31.3,0,8,44,161,169,48,3,0,698.0,633.7,506.7,679.2,613.2,303.9,510.7,709.7,574.0,379.0,642.6,578.8,643.0,261.5,0.0,0.0,0.0,0.0,0.0,0.0,61.8,36.7,43.5,68.6,12.8,33.0,28.4,8.9,21.7,15.3,48.1,40.4,45.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,636.2,597.0,463.2,610.6,600.4000000000001,270.9,482.3,700.8000000000001,552.3,363.7,594.5,538.4,597.5,259.0,0.0,0.0,0.0,0.0,0.0,0.0,463.2
26/01/2018,Team X v Team A,away,Team A,Player 5,96,55.3,29.2,23.3,2.8,16.9,9156.1,8555.8,600.4,36.2,4567.0,2787.0,1165.5,462.8,395.755,137.5,6532.4,3485.9,2711.6,335.0,2623.7,95.4,119.4,116.4,119.6,588.4,290.4,273.3,24.7,12.0,6.3,9.9,11.7,8.8,137.5,94.0,42.1,1.5,0.0,1.4,3.2,1.8,0.5,32,5,31,32.1,0,14,72,191,174,91,8,0,576.1,489.2,517.1,503.0,521.0,292.4,434.1,513.6,504.1,309.7,529.0,500.4,538.6,482.6,435.4,376.0,465.9,446.1,463.6,257.9,57.4,33.5,75.9,83.3,39.1,0.0,0.0,46.0,1.2,31.2,35.3,21.2,23.1,45.7,24.0,37.0,20.2,18.1,8.4,0.0,518.7,455.7,441.20000000000005,419.7,481.9,292.4,434.1,467.6,502.90000000000003,278.5,493.7,479.2,515.5,436.90000000000003,411.4,339.0,445.7,428.0,455.20000000000005,257.9,441.20000000000005
26/01/2018,Team X v Team A,away,Team A,Player 1,30,17.6,10.8,6.0,0.8,7.6,3381.6,3131.4,250.3,11.2,1215.7,1310.0,594.5,218.8,641.3461538,31.5,2633.9,1620.8,910.7,102.5,747.7,112.7,150.1,151.8,128.1,245.1,156.0,88.3,0.9,5.1,8.3,14.4,14.7,1.1,31.5,28.3,3.2,0.0,0.0,1.1,2.6,0.5,,16,2,14,28.9,0,2,21,71,85,14,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.4,473.2,503.4,643.3,478.4,709.3,306.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1,72.7,7.9,56.0,15.0,36.9,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.29999999999998,400.5,495.5,587.3,463.4,672.4,302.0,0.0
26/01/2018,Team X v Team A,away,Team A,Player 8,96,55.3,29.2,23.3,2.8,16.9,11224.0,10262.0,962.0,35.8,3697.9,4585.8,1942.5,756.0,609.5111111,206.0,8331.7,4050.2,3903.6,377.9,2892.3,116.9,138.7,167.5,135.0,923.5,286.0,609.5,27.9,38.6,10.0,9.8,26.2,10.0,196.3,68.2,118.8,9.4,9.7,2.1,2.3,5.1,3.4,54,11,54,30.4,3,13,75,266,280,74,14,0,680.4,659.4,516.8,647.1,666.4,319.9,591.8,666.6,558.5,307.1,581.3,579.9,664.5,635.0,534.8,496.0,563.2,543.5,637.2,374.8,50.7,60.0,27.5,46.6,48.6,47.3,42.1,39.5,30.3,24.3,57.2,32.5,89.2,105.3,59.9,31.1,38.0,27.8,83.1,21.0,629.6999999999999,599.4,489.29999999999995,600.5,617.8,272.59999999999997,549.6999999999999,627.1,528.2,282.8,524.0999999999999,547.4,575.3,529.7,474.9,464.9,525.2,515.7,554.1,353.8,489.29999999999995
26/01/2018,Team X v Team A,away,Team A,Player 20,96,55.3,29.2,23.3,2.8,16.9,11737.9,10816.7,921.1,27.4,3776.2,4911.9,2101.2,738.4,532.0769231,182.7,8751.1,4133.5,4191.2,426.4,2986.8,122.3,141.6,179.9,152.3,910.3,224.1,677.1,9.1,10.8,9.6,7.7,29.1,3.2,182.7,47.2,135.5,0.0,0.0,1.9,1.6,5.8,,46,8,38,34.2,3,15,61,276,291,81,12,1,735.0,670.0,582.5,644.2,681.5,222.4,597.9,669.5,580.5,387.7,682.2,616.7,664.1,616.4,561.0,555.1,639.4,573.6,688.0,369.9,61.4,12.2,35.9,107.8,34.6,4.8,67.0,56.0,33.2,21.0,52.0,2.6,123.0,103.4,35.7,58.2,45.1,6.7,27.3,33.5,673.6,657.8,546.6,536.4000000000001,646.9,217.6,530.9,613.5,547.3,366.7,630.2,614.1,541.1,513.0,525.3,496.90000000000003,594.3,566.9,660.7,336.4,546.6
26/01/2018,Team X v Team A,away,Team A,Player 7,66,37.7,18.4,17.3,2.0,9.3,7299.2,6477.9,821.4,17.3,2985.4,2399.0,1076.1,585.1,321.215625,236.3,5270.5,2606.0,2421.8,242.6,2028.8,110.6,141.6,140.0,121.3,781.6,414.7,331.9,35.0,39.8,12.4,22.5,19.2,17.5,236.3,153.7,67.8,14.9,0.0,3.6,8.4,3.9,7.5,45,9,37,32.6,7,13,39,147,150,62,13,0,621.6,606.1,495.5,560.1,623.7,394.8,542.0,625.6,491.6,343.6,617.5,510.9,544.7,321.5,0.0,0.0,0.0,0.0,0.0,0.0,103.0,75.7,89.6,24.9,41.1,23.9,48.7,87.4,25.0,61.4,111.7,67.0,33.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,518.6,530.4,405.9,535.2,582.6,370.90000000000003,493.3,538.2,466.6,282.20000000000005,505.8,443.9,511.70000000000005,292.5,0.0,0.0,0.0,0.0,0.0,0.0,405.9
26/01/2018,Team X v Team A,away,Team A,Player 15,96,55.3,29.2,23.3,2.8,16.9,12174.6,10847.6,1327.0,25.7,3771.2,4694.6,2356.1,1136.1,589.753125,190.9,9003.7,4455.4,4091.5,456.9,3170.9,126.8,152.6,175.6,163.2,1302.1,539.2,709.0,54.0,24.8,13.8,18.5,30.4,19.3,190.9,105.2,83.1,2.6,0.0,2.0,3.6,3.6,0.9,69,12,68,33.1,2,27,96,288,292,102,18,0,775.8,691.5,557.1,679.5,704.2,397.9,599.0,726.2,569.9,389.7,707.6,548.2,679.7,685.3,544.9,578.4,683.4,602.0,680.8,373.5,90.0,72.2,96.7,88.9,96.9,28.1,49.2,127.4,30.5,80.2,137.8,26.7,38.5,125.3,65.7,21.2,36.6,3.3,101.5,10.2,685.8,619.3,460.40000000000003,590.6,607.3000000000001,369.79999999999995,549.8,598.8000000000001,539.4,309.5,569.8,521.5,641.2,560.0,479.2,557.1999999999999,646.8,598.7,579.3,363.3,460.40000000000003
26/01/2018,Team X v Team A,away,Team A,Player 9,96,55.3,29.2,23.3,2.8,16.9,10684.0,9618.5,1065.5,35.1,3660.8,4260.4,1662.2,716.5,651.3054053999999,349.0,8122.6,3837.1,3864.4,421.2,2561.4,111.3,131.4,165.9,150.4,1055.9,378.2,646.4,31.2,9.6,11.1,13.0,27.7,11.1,341.4,121.2,216.4,3.7,7.6,3.6,4.2,9.3,1.3,51,16,47,32.3,3,17,78,244,267,91,12,0,679.0,558.6,539.2,610.5,579.6,232.6,560.3,612.1,497.8,301.9,609.4,542.2,596.7,596.6,521.3,510.5,647.3,526.9,609.9,351.4,79.6,76.7,24.5,94.4,9.2,3.9,71.2,99.7,6.2,23.6,118.6,54.5,54.8,107.1,32.7,31.4,66.6,43.4,33.6,33.8,599.4,481.90000000000003,514.7,516.1,570.4,228.7,489.09999999999997,512.4,491.6,278.29999999999995,490.79999999999995,487.70000000000005,541.9000000000001,489.5,488.59999999999997,479.1,580.6999999999999,483.5,576.3,317.59999999999997,514.7
26/01/2018,Team X v Team A,away,Team A,Player 6,96,55.3,29.2,23.3,2.8,16.9,11308.4,10046.8,1261.6,31.6,4007.3,4350.2,1657.6,908.8,785.3575,352.8,8306.6,4431.0,3467.6,408.0,3001.8,117.8,151.7,148.8,145.7,1240.6,770.9,401.8,67.9,21.0,13.1,26.4,17.2,24.3,350.1,262.7,71.7,15.7,2.6,3.7,9.0,3.1,5.6,72,16,60,33.1,3,23,78,216,232,82,23,4,700.4,737.4,538.8,641.9,593.3,274.3,555.0,616.2,579.0,360.4,689.9,539.6,649.0,578.2,518.3,563.2,626.6,561.5,645.5,339.9,60.1,87.5,73.1,65.3,44.4,11.4,50.7,95.8,44.1,20.7,108.4,112.8,55.9,50.7,141.5,97.8,39.6,33.8,64.3,3.6,640.3,649.9,465.69999999999993,576.6,548.9,262.90000000000003,504.3,520.4000000000001,534.9,339.7,581.5,426.8,593.1,527.5,376.79999999999995,465.40000000000003,587.0,527.7,581.2,336.29999999999995,465.69999999999993
26/01/2018,Team X v Team A,away,Team A,Player 19,96,55.3,29.2,23.3,2.8,16.9,11136.6,10358.9,777.7,45.5,3597.9,4820.1,1895.4,617.9,464.775,159.8,8277.4,3999.8,3865.8,411.8,2859.2,116.0,137.0,165.9,147.1,736.3,126.4,575.8,34.1,41.4,8.1,4.3,24.7,12.2,159.8,26.5,133.3,0.0,0.0,1.7,0.9,5.7,,35,8,36,30.3,0,17,69,283,299,93,14,0,673.6,629.1,556.5,633.0,650.6,268.3,547.5,694.8,500.2,304.1,619.6,571.7,605.6,619.8,572.1,529.9,606.4,629.1,579.3,345.2,27.8,71.0,8.2,29.5,34.5,16.5,35.2,99.8,26.0,16.3,48.5,23.7,79.6,91.1,51.3,44.6,13.5,58.3,0.7,1.4,645.8000000000001,558.1,548.3,603.5,616.1,251.8,512.3,595.0,474.2,287.8,571.1,548.0,526.0,528.6999999999999,520.8000000000001,485.29999999999995,592.9,570.8000000000001,578.5999999999999,343.8,548.3
