Match Date,Match,Home/Away,Team,Player Name,Minutes Played,Ball In Play Time,Time In Possession,Time Opponent In Possession,Time In Uncontrolled Possession,Time In Established Possession,Total Distance,Total Low Intensity Distance,Total High Intensity Distance,Stand Distance,Walk Distance,Jog Distance,Run Distance,High Speed Run Distance,High Speed Distance - Player Average,Sprint Distance,Ball In Play Total Distance,In Possession Total Distance,Opponent In Possession Total Distance,Uncontrolled Possession Total Distance,Ball Out Of Play Total Distance,Total Distance (m/min),Total Distance In Possession (m/min),Total Distance Opponent In Possession (m/min),Total Distance Uncontrolled Possession (m/min),Ball In Play HI Distance,In Possession HI Distance,Opponent In Possession HI Distance,Uncontrolled Possession HI Distance,Ball Out Of Play HI Distance,HI Distance (m/min),HI Distance In Possession (m/min),HI Distance Opponent In Possession (m/min),HI Distance Uncontrolled Possession (m/min),Ball In Play Sprint Distance,In Possession Sprint Distance,Opponent In Possession Sprint Distance,Uncontrolled Possession Sprint Distance,Ball Out Of Play Sprint Distance,Sprint Distance (m/min),Sprint Distance In Possession (m/min),Sprint Distance Opponent In Possession (m/min),Sprint Distance Uncontrolled Possession (m/min),HI Events,Sprint Events,HS Run Events,Maximum Speed (km/h),Deceleration Very High Events,Deceleration High Events,Deceleration Medium Events,Deceleration Low Events,Acceleration Low Events,Acceleration Medium Events,Acceleration High Events,Acceleration Very High Events,1-5TD,6-10TD,11-15TD,16-20TD,21-25TD,26-30TD,31-35TD,36-40TD,41-45TD,45+TD,46-50TD,51-55TD,56-60TD,61-65TD,66-70TD,71-75TD,76-80TD,81-85TD,86-90TD,90+TD,1-5HID,6-10HID,11-15HID,16-20HID,21-25HID,26-30HID,31-35HID,36-40HID,41-45HID,45+HID,46-50HID,51-55HID,56-60HID,61-65HID,66-70HID,71-75HID,76-80HID,81-85HID,86-90HID,90+HID
22/01/2018,Team U v Team A,away,Team A,Player 19,74,41.2,17.2,22.8,1.2,7,8501.4,7981.1,520.3,38,2640,3770.4,1532.7,414.5,464.775,105.8,6314,2596.1,3563.4,154.5,2186.9,114.9,150.9,156.3,128.8,508.2,84.1,423.2,0.9,12.1,7,4.9,18.6,0.8,105.8,14.5,91.3,0,0,1.4,0.8,4,,32,5,26,33,2,13,69,228,243,78,14,1,646,658.1,558.7,616.8,565.4,562.3,498,618.2,589.5,120.8,470.2,556.5,633.1,449.4,675.8,282.5,0,0,0,0,1.9,51.4,27.8,44.5,21,61.5,73.5,31.6,16.9,3.4,16.3,37.3,37.6,13.9,43.5,38.2,0,0,0,0
26/01/2018,Team X v Team A,away,Team A,Player 17,96,55.3,29.2,23.3,2.8,16.9,10248.4,9491.5,756.9,52.6,3771.9,3972.6,1694.3,579.5,488.4235294,177.3,7623.9,3531,3675.5,417.4,2624.5,106.8,120.9,157.7,149.1,673.8,126.3,502.9,44.6,83.1,7.9,4.3,21.6,15.9,174,18.9,140.7,14.5,3.3,1.8,0.6,6,5.2,42,8,40,33.4,2,18,75,281,284,85,14,2,652.1,545.5,560,575.7,579.3,248.2,499.1,609.2,498.1,263.1,591.4,518.6,530.7,517.5,512.4,452.5,606.1,576.1,557,355.9,60.2,110.3,14.4,16.4,34.8,6.8,59.6,49.9,47,12.7,48.1,40.8,17.7,35.4,30,29.3,39.2,48.6,31.8,23.6
26/01/2018,Team X v Team A,away,Team A,Player 18,29,16.8,10.5,5.6,0.8,7.3,3650.8,3403.4,247.4,7,1037.1,1735.9,623.3,209.4,442.5909091,38.1,2734.3,1718.1,906,110.1,916.6,125.9,163.6,161.8,137.6,245.8,159.4,83.9,2.5,1.7,8.5,15.2,15,3.1,38.1,17.3,20.7,0,0,1.3,1.6,3.7,,14,2,13,31.6,0,7,15,68,81,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.3,625.5,586.6,646.5,576.2,706.9,369.9,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,60.1,58.8,27.5,23,56.4,10
26/01/2018,Team X v Team A,away,Team A,Player 13,65,37.5,18.3,17.3,2,9.3,7734.1,7266.9,467.1,22.9,2340.4,3391.9,1511.8,378.5,752.5529412,88.6,5829.5,2585.1,2963.2,281.2,1904.5,119,141.3,171.3,140.6,467.1,128.9,326.4,11.8,0,7.2,7,18.9,5.9,88.6,14,74.6,0,0,1.4,0.8,4.3,,25,5,24,31.3,0,8,44,161,169,48,3,0,698,633.7,506.7,679.2,613.2,303.9,510.7,709.7,574,379,642.6,578.8,643,261.5,0,0,0,0,0,0,61.8,36.7,43.5,68.6,12.8,33,28.4,8.9,21.7,15.3,48.1,40.4,45.5,2.5,0,0,0,0,0,0
26/01/2018,Team X v Team A,away,Team A,Player 5,96,55.3,29.2,23.3,2.8,16.9,9156.1,8555.8,600.4,36.2,4567,2787,1165.5,462.8,395.755,137.5,6532.4,3485.9,2711.6,335,2623.7,95.4,119.4,116.4,119.6,588.4,290.4,273.3,24.7,12,6.3,9.9,11.7,8.8,137.5,94,42.1,1.5,0,1.4,3.2,1.8,0.5,32,5,31,32.1,0,14,72,191,174,91,8,0,576.1,489.2,517.1,503,521,292.4,434.1,513.6,504.1,309.7,529,500.4,538.6,482.6,435.4,376,465.9,446.1,463.6,257.9,57.4,33.5,75.9,83.3,39.1,0,0,46,1.2,31.2,35.3,21.2,23.1,45.7,24,37,20.2,18.1,8.4,0
26/01/2018,Team X v Team A,away,Team A,Player 1,30,17.6,10.8,6,0.8,7.6,3381.6,3131.4,250.3,11.2,1215.7,1310,594.5,218.8,641.3461538,31.5,2633.9,1620.8,910.7,102.5,747.7,112.7,150.1,151.8,128.1,245.1,156,88.3,0.9,5.1,8.3,14.4,14.7,1.1,31.5,28.3,3.2,0,0,1.1,2.6,0.5,,16,2,14,28.9,0,2,21,71,85,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.4,473.2,503.4,643.3,478.4,709.3,306.7,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,72.7,7.9,56,15,36.9,4.7
26/01/2018,Team X v Team A,away,Team A,Player 8,96,55.3,29.2,23.3,2.8,16.9,11224,10262,962,35.8,3697.9,4585.8,1942.5,756,609.5111111,206,8331.7,4050.2,3903.6,377.9,2892.3,116.9,138.7,167.5,135,923.5,286,609.5,27.9,38.6,10,9.8,26.2,10,196.3,68.2,118.8,9.4,9.7,2.1,2.3,5.1,3.4,54,11,54,30.4,3,13,75,266,280,74,14,0,680.4,659.4,516.8,647.1,666.4,319.9,591.8,666.6,558.5,307.1,581.3,579.9,664.5,635,534.8,496,563.2,543.5,637.2,374.8,50.7,60,27.5,46.6,48.6,47.3,42.1,39.5,30.3,24.3,57.2,32.5,89.2,105.3,59.9,31.1,38,27.8,83.1,21
26/01/2018,Team X v Team A,away,Team A,Player 20,96,55.3,29.2,23.3,2.8,16.9,11737.9,10816.7,921.1,27.4,3776.2,4911.9,2101.2,738.4,532.0769231,182.7,8751.1,4133.5,4191.2,426.4,2986.8,122.3,141.6,179.9,152.3,910.3,224.1,677.1,9.1,10.8,9.6,7.7,29.1,3.2,182.7,47.2,135.5,0,0,1.9,1.6,5.8,,46,8,38,34.2,3,15,61,276,291,81,12,1,735,670,582.5,644.2,681.5,222.4,597.9,669.5,580.5,387.7,682.2,616.7,664.1,616.4,561,555.1,639.4,573.6,688,369.9,61.4,12.2,35.9,107.8,34.6,4.8,67,56,33.2,21,52,2.6,123,103.4,35.7,58.2,45.1,6.7,27.3,33.5
26/01/2018,Team X v Team A,away,Team A,Player 7,66,37.7,18.4,17.3,2,9.3,7299.2,6477.9,821.4,17.3,2985.4,2399,1076.1,585.1,321.215625,236.3,5270.5,2606,2421.8,242.6,2028.8,110.6,141.6,140,121.3,781.6,414.7,331.9,35,39.8,12.4,22.5,19.2,17.5,236.3,153.7,67.8,14.9,0,3.6,8.4,3.9,7.5,45,9,37,32.6,7,13,39,147,150,62,13,0,621.6,606.1,495.5,560.1,623.7,394.8,542,625.6,491.6,343.6,617.5,510.9,544.7,321.5,0,0,0,0,0,0,103,75.7,89.6,24.9,41.1,23.9,48.7,87.4,25,61.4,111.7,67,33,29,0,0,0,0,0,0
26/01/2018,Team X v Team A,away,Team A,Player 15,96,55.3,29.2,23.3,2.8,16.9,12174.6,10847.6,1327,25.7,3771.2,4694.6,2356.1,1136.1,589.753125,190.9,9003.7,4455.4,4091.5,456.9,3170.9,126.8,152.6,175.6,163.2,1302.1,539.2,709,54,24.8,13.8,18.5,30.4,19.3,190.9,105.2,83.1,2.6,0,2,3.6,3.6,0.9,69,12,68,33.1,2,27,96,288,292,102,18,0,775.8,691.5,557.1,679.5,704.2,397.9,599,726.2,569.9,389.7,707.6,548.2,679.7,685.3,544.9,578.4,683.4,602,680.8,373.5,90,72.2,96.7,88.9,96.9,28.1,49.2,127.4,30.5,80.2,137.8,26.7,38.5,125.3,65.7,21.2,36.6,3.3,101.5,10.2
26/01/2018,Team X v Team A,away,Team A,Player 9,96,55.3,29.2,23.3,2.8,16.9,10684,9618.5,1065.5,35.1,3660.8,4260.4,1662.2,716.5,651.3054054,349,8122.6,3837.1,3864.4,421.2,2561.4,111.3,131.4,165.9,150.4,1055.9,378.2,646.4,31.2,9.6,11.1,13,27.7,11.1,341.4,121.2,216.4,3.7,7.6,3.6,4.2,9.3,1.3,51,16,47,32.3,3,17,78,244,267,91,12,0,679,558.6,539.2,610.5,579.6,232.6,560.3,612.1,497.8,301.9,609.4,542.2,596.7,596.6,521.3,510.5,647.3,526.9,609.9,351.4,79.6,76.7,24.5,94.4,9.2,3.9,71.2,99.7,6.2,23.6,118.6,54.5,54.8,107.1,32.7,31.4,66.6,43.4,33.6,33.8
26/01/2018,Team X v Team A,away,Team A,Player 6,96,55.3,29.2,23.3,2.8,16.9,11308.4,10046.8,1261.6,31.6,4007.3,4350.2,1657.6,908.8,785.3575,352.8,8306.6,4431,3467.6,408,3001.8,117.8,151.7,148.8,145.7,1240.6,770.9,401.8,67.9,21,13.1,26.4,17.2,24.3,350.1,262.7,71.7,15.7,2.6,3.7,9,3.1,5.6,72,16,60,33.1,3,23,78,216,232,82,23,4,700.4,737.4,538.8,641.9,593.3,274.3,555,616.2,579,360.4,689.9,539.6,649,578.2,518.3,563.2,626.6,561.5,645.5,339.9,60.1,87.5,73.1,65.3,44.4,11.4,50.7,95.8,44.1,20.7,108.4,112.8,55.9,50.7,141.5,97.8,39.6,33.8,64.3,3.6
26/01/2018,Team X v Team A,away,Team A,Player 19,96,55.3,29.2,23.3,2.8,16.9,11136.6,10358.9,777.7,45.5,3597.9,4820.1,1895.4,617.9,464.775,159.8,8277.4,3999.8,3865.8,411.8,2859.2,116,137,165.9,147.1,736.3,126.4,575.8,34.1,41.4,8.1,4.3,24.7,12.2,159.8,26.5,133.3,0,0,1.7,0.9,5.7,,35,8,36,30.3,0,17,69,283,299,93,14,0,673.6,629.1,556.5,633,650.6,268.3,547.5,694.8,500.2,304.1,619.6,571.7,605.6,619.8,572.1,529.9,606.4,629.1,579.3,345.2,27.8,71,8.2,29.5,34.5,16.5,35.2,99.8,26,16.3,48.5,23.7,79.6,91.1,51.3,44.6,13.5,58.3,0.7,1.4
01/02/2018,Team A  v Team T,home,Team A,Player 11,83,47.1,20.3,24.7,2.1,8,9486.1,8750.2,735.9,45,2855.6,4308.9,1540.7,608.4,550.3884615,127.5,7020.7,2783.1,3907.7,329.9,2465.4,114.3,137.1,158.2,157.1,717.4,294.7,402.8,19.9,18.5,8.9,14.5,16.3,9.5,127.5,70.1,57.4,0,0,1.5,3.5,2.3,,40,7,40,34.9,2,22,86,285,309,82,20,4,671.7,673.3,620.1,631.5,560.9,480.7,507.8,462.5,576.9,137.4,689.5,514.3,593.2,597.1,590.2,407.4,657.6,114.1,0,0,49.3,90.1,46.4,58,27,20.6,62.7,13.6,47.3,0,72.4,37.6,27.1,33.2,19.8,20.2,110.4,0,0,0
01/02/2018,Team A  v Team T,home,Team A,Player 17,97,53.9,23.6,27.6,2.7,8.9,10489.7,9641.1,848.6,52.5,3701.3,4019.4,1868,583.1,488.4235294,265.4,7759.2,3135.6,4249.9,373.7,2730.5,108.1,132.9,154,138.4,796.4,188,563.3,45.1,52.2,8.7,8,20.4,16.7,254.5,33.2,203.9,17.4,11,2.7,1.4,7.4,6.4,43,12,36,32.1,3,25,98,265,350,104,12,2,635,624.2,600.8,645,461.7,514.9,577.2,516.8,503.1,88.8,562.7,501.9,495.5,658.9,605.7,412.7,519.7,412.2,498.2,654.6,76.8,46.3,19.8,59.9,18.6,39.8,115.1,76.9,46.7,0,43.8,23,15.2,55,52.2,7.3,4.4,29.5,48.9,69.4
01/02/2018,Team A  v Team T,home,Team A,Player 23,13,6.5,3.1,2.7,0.6,0.9,1457.5,1250.7,206.8,9.5,403.6,522.4,315.2,136.9,295.7384615,69.9,1073.9,435.8,531.4,106.8,383.5,112.1,140.6,196.8,178,206.8,34.1,166.1,6.5,0,15.9,11,61.5,10.8,69.9,1.5,68.4,0,0,5.4,0.5,25.3,,9,4,9,31,0,3,12,28,34,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.1,583.2,605.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3,68.4,75
01/02/2018,Team A  v Team T,home,Team A,Player 18,12,6.2,3,2.5,0.6,0.9,1364.9,1215.5,149.4,6.4,383.8,623.8,201.5,92.8,442.5909091,56.5,1045.4,484.5,456.8,104.2,319.5,113.7,161.5,182.7,173.7,149.4,45.7,97.5,6.2,0,12.5,15.2,39,10.3,56.5,0,56.5,0,0,4.7,,22.6,,5,1,4,31.6,0,2,7,23,36,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.1,579.1,603.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36.4,51.9
01/02/2018,Team A  v Team T,home,Team A,Player 13,97,53.9,23.6,27.6,2.7,8.9,11722.9,10717.9,1005,34.9,3410.2,4824,2448.8,889.6,752.5529412,115.4,8630,3490.5,4737.2,402.3,3092.9,120.9,147.9,171.6,149,948.2,327.5,597.2,23.5,56.8,10.4,13.9,21.6,8.7,103.2,66.3,36.8,0,12.2,1.2,2.8,1.3,,60,5,61,30.1,5,14,85,273,306,90,7,0,678.8,640.9,661.8,709.2,546.9,648.4,637.3,648.3,581.7,118.5,682.8,537.9,539.6,730,616.5,376.7,651.8,525.3,581,609.7,29.3,49.1,28.7,63.6,31.8,70.3,126.8,65.5,39,19.5,51.9,49.6,27.1,55.5,76.6,17.8,70.9,35.6,70.2,26.2
01/02/2018,Team A  v Team T,home,Team A,Player 5,97,53.9,23.6,27.6,2.7,8.9,8956.7,8496.1,460.5,41.2,4536.7,2756,1162.3,440.9,395.755,19.6,6278.7,2903.9,3118.8,256.1,2677.9,92.3,123,113,94.9,435.2,197.5,237.2,0.5,25.4,4.7,8.4,8.6,0.2,14.8,1.5,13.2,0,4.9,0.2,0.1,0.5,,29,1,29,27.7,0,15,62,187,199,80,13,1,542.2,445.6,493.7,488.3,456.3,470.4,462.9,476.7,388.1,84.8,542.7,441.2,475.5,584,428.7,358.8,542.5,354.8,406.9,512.4,52.1,28.9,17.1,24.8,11.1,37.8,43.3,43.8,2.7,0,20.5,5.3,26.1,39.2,26.7,5.2,12.2,34.8,16.1,12.9
01/02/2018,Team A  v Team T,home,Team A,Player 1,67,39.5,16.7,21.2,1.6,7.5,8148.3,7477.7,670.6,19,2494.5,3480.2,1483.9,550.7,641.3461538,119.9,5970.4,2525.8,3198.9,245.7,2177.9,121.6,151.2,150.9,153.6,668.3,359.5,295.9,12.9,2.3,10,21.5,14,8.1,119.9,80.7,38.9,0.3,0,1.8,4.8,1.8,0.2,41,5,35,31.9,2,14,67,195,237,56,15,1,698.4,627.5,669.3,623.2,512.8,605.7,587,643.4,579.5,113.2,622.7,478.6,599,720.6,67.3,0,0,0,0,0,41.1,61.3,21.4,13.7,67.4,39.1,59,103.8,53.8,6.6,33.6,30.9,63,76,0,0,0,0,0,0
01/02/2018,Team A  v Team T,home,Team A,Player 14,29,14.1,6.8,6.3,1.1,1.3,3156.5,2794.7,361.8,13.1,1173.1,1091.4,517.1,244.2,564.0119048,117.5,2257.2,1133.7,957.7,165.7,899.3,108.8,166.7,152,150.6,357,256.2,100.8,0,4.8,12.5,37.7,16,,117.5,108.6,9,0,0,4.1,16,1.4,,15,6,16,31.8,1,3,10,56,66,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.1,408.5,674.5,474.4,585.9,512.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.2,2.7,84.6,63.8,62.8,21.8
01/02/2018,Team A  v Team T,home,Team A,Player 20,84,47.4,20.4,24.9,2.1,8,10103.6,9360.4,743.2,26.4,3162.5,4248,1923.5,572.2,532.0769231,171,7572.6,2907.5,4312.4,352.6,2531,120.3,142.5,173.2,167.9,711,124.9,551.3,34.8,32.3,8.8,6.1,22.1,16.6,162.2,13,145,4.2,8.8,2,0.6,5.8,2,39,11,31,29.4,1,11,68,250,256,75,13,1,697.5,665,736.7,715.1,517.1,528.3,626.3,574.9,668.9,117.1,671.8,490.6,583.8,709.4,602,401.1,582.7,215.2,0,0,30.5,12.8,16.1,57.2,52.9,24.5,76.8,13.8,107.7,0,52.9,48.7,43.9,92.6,42.4,14.3,55.9,0,0,0
01/02/2018,Team A  v Team T,home,Team A,Player 7,29,14.1,6.8,6.3,1.1,1.3,2780.9,2548.1,232.8,15.9,1158.8,1023.4,350,161,321.215625,71.8,1934.5,1046.3,765.8,122.5,846.3,95.9,153.9,121.6,111.4,231.1,160.1,71,0,1.7,8,23.5,11.3,,71.8,40.1,31.7,0,0,2.5,5.9,5,,12,3,8,29.8,0,7,21,49,60,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.4,410,657.3,397,444,485.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2,17.2,115.9,24.7,9.5,19.2
01/02/2018,Team A  v Team T,home,Team A,Player 15,67,39.5,16.7,21.2,1.6,7.5,8993.5,8018.9,974.6,14,2630.2,3329.5,2045.3,854,589.753125,120.6,6767.3,2756.3,3730.9,280.2,2226.2,134.2,165,176,175.1,958.7,435.3,493.1,30.3,15.9,14.5,26.1,23.3,18.9,120.6,50.4,70.3,0,0,1.8,3,3.3,,59,3,57,30.8,1,16,84,228,237,112,9,0,712,637.1,716.7,756.5,557.6,684.4,709,691.4,686.2,139.2,708.3,560.3,624.9,714.7,95,0,0,0,0,0,33.5,27.3,71,77.7,51.5,67.1,132.6,145.9,110.6,20.7,45.4,18.7,74.1,98.5,0,0,0,0,0,0
01/02/2018,Team A  v Team T,home,Team A,Player 6,97,53.9,23.6,27.6,2.7,8.9,11137.5,10032.1,1105.4,38.8,3964.7,4386.1,1642.5,766.7,785.3575,338.7,8029.5,3697.8,3910.7,421,3108,114.8,156.7,141.7,155.9,1089.3,681.8,345.7,61.8,16.1,11.4,28.9,12.5,22.9,334.7,245.6,82.1,6.9,4,3.5,10.4,3,2.6,54,17,47,35.6,2,15,70,233,247,71,23,2,595.9,601.2,638.5,664.6,546.4,540.5,577.1,587.7,553.9,121.9,669,490.8,572.8,715.7,608.2,397.3,674.9,493.1,502.9,585.1,56.9,36,16.3,123,64.5,43.5,90.3,84,5.2,0,93.9,41.4,62.1,91.8,70.2,8.7,97.4,40.6,78.7,1
01/02/2018,Team A  v Team T,home,Team A,Player 19,97,53.9,23.6,27.6,2.7,8.9,11274.6,10501.6,773,48.1,3545.7,4950.4,1957.4,571.4,464.775,201.7,8312.6,3407.4,4464.5,440.7,2962,116.2,144.4,161.8,163.2,742.6,70.7,613.3,58.7,30.4,8,3,22.2,21.7,201.7,17.1,170.9,13.6,0,2.1,0.7,6.2,5,39,9,37,33,5,23,104,277,327,105,14,3,620.5,628.2,635.8,632,518.9,558.2,549.1,537.3,536.6,104.3,668.3,620.8,571.1,693.6,571.8,485.5,601.5,481.2,601.2,658.7,37.6,9.4,12.1,45.7,37.5,13.3,82.7,49.1,45.3,0,67,41.3,15.6,41.5,35.9,24,24.2,38,95.5,57.2
01/02/2018,Team A  v Team T,home,Team A,Player 22,97,53.9,23.6,27.6,2.7,8.9,11604.2,10738.9,865.3,29.5,3625.4,4966.4,2117.7,794.5,394.375,70.9,8498.4,3558.2,4530.9,409.3,3105.8,119.6,150.8,164.2,151.6,820.8,352,447.1,21.7,44.5,8.9,14.9,16.2,8,70.9,22.6,44.1,4.2,0,0.7,1,1.6,1.6,51,3,50,31.9,1,23,79,286,296,96,9,2,687.1,658.6,685.5,677.2,568.8,541.1,609.3,588.6,613.4,143.1,608.7,524.7,516.4,742.1,617.5,409.3,659.7,453.9,547,752.2,73.8,70.1,59.8,52.4,32.4,23.8,123.4,47.8,62.4,9.2,38.7,35.9,8.4,55.6,25.3,24.2,37.4,5,25.9,54
06/02/2018,Team D v Team A,away,Team A,Player 11,85,49,25.4,21.2,2.3,8.1,10173.1,9210.7,962.4,37.3,3010.3,4236.9,1926.3,736,550.3884615,226.4,7680.1,3697.1,3654.1,328.8,2493.1,119.7,145.6,172.4,143,962.4,359.2,593.9,9.2,0,11.3,14.1,28,4,226.4,73.5,152.8,0,0,2.7,2.9,7.2,,46,13,43,31.3,3,18,68,260,294,90,14,0,723,597.1,569.1,588.2,631.6,540.3,683.8,622.7,603.9,155.4,627.1,631.6,637.5,318.6,538.6,496,672.6,536.1,0,0,110.1,0,30.4,61.5,52.5,77.6,59.6,58.8,36.4,34.6,40.5,33.3,86.3,0,92.7,23,89.9,75.2,0,0
06/02/2018,Team D v Team A,away,Team A,Player 17,96,54.1,28.4,22.9,2.8,8.9,10498.9,9494.4,1004.5,62.8,3605.2,3898.9,1927.5,747.8,488.4235294,256.7,7836,3613,3892.9,330.1,2662.9,109.4,127.2,170,117.9,914.3,75.1,839.1,0,90.2,10.5,2.6,36.6,,237.8,0,237.8,0,18.9,2.7,,10.4,,50,10,46,31.1,3,21,65,283,303,82,16,1,672,623.2,531.9,592.4,503.9,502.2,615.3,590.2,501.3,125.3,609.5,637.4,604.7,304.1,456.8,473.8,578.8,484.1,441.9,650.2,112.2,15.2,19.4,82.7,68,29,37.4,122.5,14.2,23.3,52.7,82.9,54.8,3.9,31.3,28.9,84.7,62.2,13.3,66
06/02/2018,Team D v Team A,away,Team A,Player 13,96,54.1,28.4,22.9,2.8,8.9,11873.2,10471.3,1401.9,37.4,3376.4,4699.9,2357.6,1099.4,752.5529412,302.5,8953.2,4382.3,4126.5,444.4,2920,123.7,154.3,180.2,158.7,1366.6,507.6,803.9,55,35.4,14.6,17.9,35.1,19.6,302.5,77.7,224.8,0,0,3.2,2.7,9.8,,75,15,68,29.8,3,19,77,303,327,75,13,0,736.4,684,619.5,614.8,608.4,609.2,715.1,687.1,597.9,136.9,573.1,674.3,665.3,293.6,581.3,497.8,707.9,613.9,598.4,658.4,94.7,45.3,60,73.4,47.5,78.7,126.6,92.6,66.3,45.1,9.9,85.6,109.2,42.3,76.6,20.7,85.9,110.7,42.5,88.4
06/02/2018,Team D v Team A,away,Team A,Player 5,96,54.1,28.4,22.9,2.8,8.9,8853.2,8402.1,451,39.6,4575.7,2598.9,1187.9,394.8,395.755,56.2,6405.1,3542.7,2514.4,348.1,2448,92.2,124.7,109.8,124.3,444.2,243.1,171.7,29.5,6.8,4.7,8.6,7.5,10.5,54.5,37.8,15.4,1.2,1.8,0.6,1.3,0.7,0.4,28,2,29,29.5,3,7,67,194,204,64,17,0,520.9,498.3,466.4,421,503,482.6,491.4,486.1,463.9,98.8,480.8,467.3,469.7,293.6,442.1,406.5,548.8,451.7,362.3,498.1,5.7,28.1,32.5,7.6,58.2,23.4,51.3,26.7,9.6,0,11.2,34.4,19.7,0,6.2,18.9,33.9,40.9,30.9,11.9
06/02/2018,Team D v Team A,away,Team A,Player 1,28,15.4,8.4,6.2,0.8,1.8,3271.1,2999.1,272,10.7,1082.5,1306.7,599.2,198.9,641.3461538,73.1,2377.8,1323.1,927.4,127.3,893.3,116.8,157.5,149.6,159.1,270.6,205.2,57.1,8.3,1.4,9.7,24.4,9.2,10.4,73.1,49.7,23.4,0,0,2.6,5.9,3.8,,12,3,10,31.2,1,5,24,76,82,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.1,525.7,672.5,566.3,511.9,638.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,43.8,31.1,55.4,29.1,36.4
06/02/2018,Team D v Team A,away,Team A,Player 8,96,54.1,28.4,22.9,2.8,8.9,11326.3,9910.9,1415.4,46.9,3616.6,4106.8,2140.6,1154.3,609.5111111,261.1,8523.1,4111.2,4038.9,372.9,2803.2,118,144.8,176.4,133.2,1394.8,501.6,871.9,21.3,20.6,14.7,17.7,38.1,7.6,261.1,65.5,191.9,3.8,0,2.7,2.3,8.4,1.4,80,12,71,32.8,0,19,75,226,259,72,12,1,759.4,611.5,579.6,540.1,644.8,568.1,596.2,584.6,607.4,174.8,610.9,607,634.2,378,583.7,567.6,663,518.3,426.2,670.8,86.7,108.3,30.2,112.1,59.6,65.9,22.8,102.6,95.4,50.3,55.9,119.5,94.8,44.2,29.1,82.1,108.4,41.5,18.5,87.4
06/02/2018,Team D v Team A,away,Team A,Player 14,96,54.1,28.4,22.9,2.8,8.9,11130.9,10252.1,878.8,38.1,3926.4,4500.1,1787.6,662,564.0119048,216.8,8152.7,4447.8,3300.1,404.8,2978.2,115.9,156.6,144.1,144.6,863,555.1,279.7,28.3,15.7,9.2,19.5,12.2,10.1,214.1,134.7,79.4,0,2.7,2.3,4.7,3.5,,49,11,44,33.7,2,17,79,247,290,78,11,0,662,526.3,570.6,591.5,627.4,532,645.2,586.1,599.4,128,566.8,565.8,628.6,348.7,596.1,511.6,694,567.7,519.8,663.4,27.9,38.1,57.3,5.5,89.9,22,58.1,41.5,89.1,0,13.8,41.7,85.1,25.4,89.2,54.6,12.1,27.6,23.3,76.6
06/02/2018,Team D v Team A,away,Team A,Player 20,73,40.5,20.9,17.6,2.1,7,9051.5,8134.8,916.7,22.7,2952.9,3269.6,1889.6,631.8,532.0769231,284.9,6759,3010,3407.6,341.4,2292.5,124,144,193.6,162.6,902.6,163.5,701.8,37.2,14.1,12.6,7.8,39.9,17.7,284.9,52,232.9,0,0,3.9,2.5,13.2,,40,9,36,33.2,1,14,67,204,206,74,9,0,754.3,622.3,554.3,631.2,662.4,576.2,655.6,677.2,569.7,154.9,667.9,674.8,666.9,370.3,590.9,222.6,0,0,0,0,82.7,45.1,56.5,79,89.3,32.7,52.6,46.9,8.5,54.5,61.2,106.8,101,36.2,60.4,3.5,0,0,0,0
06/02/2018,Team D v Team A,away,Team A,Player 7,67,38.1,19.8,16.4,2,7,7349.8,6712.1,637.7,29.8,2654.3,2832.7,1195.3,458.8,321.215625,178.9,5402.7,2865.4,2247,290.3,1947.1,109.7,144.7,137,145.2,624.4,401,180.6,42.8,13.4,9.5,20.3,11,21.4,177.5,135.9,25.6,16,1.5,2.7,6.9,1.6,8,37,9,26,34,3,19,44,215,195,76,17,3,624.7,546.9,566.3,482.1,604.3,487.3,616.6,617.5,549.5,118.7,574.4,552.3,584.5,356.7,68,0,0,0,0,0,31.1,37.6,56.8,31.9,54.8,29.7,40.2,56,64.8,1.4,79,29.9,90.7,33.8,0,0,0,0,0,0
